"ID";Aadress;Täisaadress;Objekti liik;Tase1 kood;Tase1 nimetus;Tase2 kood;Tase2 nimetus;Tase3 kood;Tase3 nimetus;Tase4 kood;Tase4 nimetus;Tase5 kood;Tase5 nimetus;Tase6 kood;Tase6 nimetus;Tase7 kood;Tase7 nimetus;Tase8 kood;Tase8 nimetus;Koodaadress;ADR ID;L-Est X;L-Est Y;N;E;N (dms);E (dms)
1726636;Hatiku Mammaste Põlva vald Põlvamaa;"Põlva maakond, Põlva vald, Mammaste küla, Hatiku vkt";B;64;Põlva maakond;622;Põlva vald;4769;Mammaste küla;2DP9;Hatiku vkt;;;;;;;;;6462247692DP900000000000000000000;3195144;6443079;676724;58,09333;26,99744;"58°5'35.99""";"26°59'50.79"""
1727960;Zabava kinnistu Beresje Mikitamäe vald Põlvamaa;Põlva maakond;1;64;Põlva maakond;000;;;;;;;;;;;;;;640000000000000000000000000000000;3132967;6438625;680293;58,05194;27,05446;"58°3'6.97""";"27°3'16.04"""
1728981;Koreli Võru Võrumaa;"Võru maakond, Võru linn, Koreli tn";2;87;Võru maakond;919;Võru linn;;;;;05IE;Koreli tn;;;;;;;879190000000005IE0000000000000000;3240713;6414764;678989;57,83845;27,01424;"57°50'18.42""";"27°0'51.27"""
1729930;Kase Urge Kohila vald Raplamaa;"Rapla maakond, Kohila vald, Urge küla, Kase";3;71;Rapla maakond;317;Kohila vald;8721;Urge küla;;;;;1M1F;Kase;;;;;713178721000000001M1F000000000000;3307365;6561325;544445;59,18809;24,77757;"59°11'17.12""";"24°46'39.26"""
1731783;Halliste Halliste vald Viljandimaa;"Viljandi maakond, Mulgi vald, Halliste alevik";1;84;Viljandi maakond;480;Mulgi vald;1749;Halliste alevik;;;;;;;;;;;844801749000000000000000000000000;3221420;6448192;584613;58,16655;25,43773;"58°9'59.59""";"25°26'15.83"""
1734613;Vahe tee Nõo vald Tartumaa;"Tartu maakond, Nõo vald, Vissi küla, Vahe vkt 1";3;79;Tartu maakond;528;Nõo vald;9423;Vissi küla;2DPT;Vahe vkt;;;;;C09K;1;;;7952894232DPT00000000C09K00000000;3427847;6459483;643195;58,25269;26,43942;"58°15'9.69""";"26°26'21.92"""
1734955;Jõeveere Veriora vald Põlvamaa;"Põlva maakond, Räpina vald, Jõeveere küla";1;64;Põlva maakond;708;Räpina vald;2256;Jõeveere küla;;;;;;;;;;;647082256000000000000000000000000;3158426;6426793;688352;57,94246;27,18129;"57°56'32.84""";"27°10'52.64"""
1739703;Ruskavere Saare vald Jõgevamaa;"Jõgeva maakond, Mustvee vald, Ruskavere küla";1;50;Jõgeva maakond;486;Mustvee vald;7130;Ruskavere küla;;;;;;;;;;;504867130000000000000000000000000;3335038;6516052;665817;58,75216;26,86552;"58°45'7.77""";"26°51'55.86"""
1742818;Valgjärve Valgjärve vald Põlvamaa;"Põlva maakond, Kanepi vald, Valgjärve küla";1;64;Põlva maakond;284;Kanepi vald;8932;Valgjärve küla;;;;;;;;;;;642848932000000000000000000000000;3133014;6441664;656595;58,08825;26,65546;"58°5'17.70""";"26°39'19.66"""
1742854;Mustla Tarvastu vald Viljandimaa;"Viljandi maakond, Viljandi vald, Mustla alevik";1;84;Viljandi maakond;899;Viljandi vald;5084;Mustla alevik;;;;;;;;;;;848995084000000000000000000000000;3133072;6456607;609562;58,23657;25,86544;"58°14'11.65""";"25°51'55.59"""
1743170;Loo 4 Rapla Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Rapla linn, Loo tn 4";3;71;Rapla maakond;668;Rapla vald;6826;Rapla linn;;;01W8;Loo tn;;;32AW;4;;;716686826000001W8000032AW00000000;3174328;6541406;545494;59,00917;24,79181;"59°0'33.02""";"24°47'30.51"""
1744380;Päikese tee Urge Kohila vald Raplamaa;"Rapla maakond, Kohila vald, Urge küla, Päikese tee 1";3;71;Rapla maakond;317;Kohila vald;8721;Urge küla;;;0O5V;Päikese tee;;;A8RZ;1;;;71317872100000O5V0000A8RZ00000000;3318158;6559424;544980;59,17097;24,78654;"59°10'15.49""";"24°47'11.55"""
1747597;Enelase 20 Tartu Tartumaa;"Tartu maakond, Kambja vald, Soinaste küla, Enelase tn 20";3;79;Tartu maakond;283;Kambja vald;7666;Soinaste küla;;;08J3;Enelase tn;;;5TW8;20;;;792837666000008J300005TW800000000;2850241;6469585;659382;58,33773;26,72187;"58°20'15.84""";"26°43'18.74"""
1747885;Räpina Räpina vald Põlvamaa;"Põlva maakond, Räpina vald, Räpina linn";1;64;Põlva maakond;708;Räpina vald;7216;Räpina linn;;;;;;;;;;;647087216000000000000000000000000;3158460;6445815;704321;58,10593;27,46714;"58°6'21.35""";"27°28'1.70"""
1748485;Mündi 1 Võru Võrumaa;"Võru maakond, Võru linn, Mündi tn 1";3;87;Võru maakond;919;Võru linn;;;;;05KB;Mündi tn;;;3AEJ;1;;;879190000000005KB00003AEJ00000000;3253862;6413172;680116;57,82371;27,03198;"57°49'25.37""";"27°1'55.14"""
1751528;Tamme põik 20 Tammelinn Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Tamme põik 1";3;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SO5;Tamme põik;;;BKJC;1;;;79793815100000SO50000BKJC00000000;3095933;6471642;657759;58,35678;26,6956;"58°21'24.39""";"26°41'44.15"""
1752240;Kopli 13 Haapsalu Läänemaa;"Lääne maakond, Haapsalu linn, Haapsalu linn, Kopli tn 13";3;56;Lääne maakond;184;Haapsalu linn;1692;Haapsalu linn;;;0RVC;Kopli tn;;;AU27;13;;;56184169200000RVC0000AU2700000000;2659741;6534156;473926;58,94571;23,54703;"58°56'44.54""";"23°32'49.30"""
1753143;Paruni 37 Ülenurme Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tn 37";3;79;Tartu maakond;283;Kambja vald;9835;Ülenurme alevik;;;0B05;Paruni tn;;;2VQ6;37;;;79283983500000B0500002VQ600000000;2832096;6466527;659881;58,31012;26,72826;"58°18'36.43""";"26°43'41.74"""
1761302;Tartu 89 Mustvee Jõgevamaa;"Jõgeva maakond, Mustvee vald, Mustvee linn, Tartu tn 89";3;50;Jõgeva maakond;486;Mustvee vald;5097;Mustvee linn;;;0TF8;Tartu tn;;;BSFR;89;;;50486509700000TF80000BSFR00000000;3385030;6526949;668492;58,84887;26,91988;"58°50'55.92""";"26°55'11.57"""
1762697;Ute Lemmatsi Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Lemmatsi küla, Ute tn 10";3;79;Tartu maakond;283;Kambja vald;4266;Lemmatsi küla;;;0ALP;Ute tn;;;3OPH;10;;;79283426600000ALP00003OPH00000000;2870289;6468390;654223;58,32886;26,63306;"58°19'43.90""";"26°37'59.02"""
1764426;Kabala Türi vald Järvamaa;"Järva maakond, Türi vald, Kabala küla";1;52;Järva maakond;834;Türi vald;2445;Kabala küla;;;;;;;;;;;528342445000000000000000000000000;2556586;6507318;594431;58,69525;25,62889;"58°41'42.92""";"25°37'43.99"""
1767394;Viluste Veriora vald Põlvamaa;"Põlva maakond, Räpina vald, Viluste küla";1;64;Põlva maakond;708;Räpina vald;9369;Viluste küla;;;;;;;;;;;647089369000000000000000000000000;3158478;6432650;696640;57,99137;27,32595;"57°59'28.94""";"27°19'33.42"""
1767935;Palkmaja Palkmaja Muhu vald Saaremaa;"Saare maakond, Muhu vald";1;74;Saare maakond;478;Muhu vald;;;;;;;;;;;;;744780000000000000000000000000000;100173;6496114;455584;58,60269;23,23593;"58°36'9.67""";"23°14'9.35"""
1768795;Enelase Soinaste Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Soinaste küla, Enelase tn 1";3;79;Tartu maakond;283;Kambja vald;7666;Soinaste küla;;;08J3;Enelase tn;;;6ATL;1;;;792837666000008J300006ATL00000000;2847210;6469520;659146;58,33724;26,7178;"58°20'14.05""";"26°43'4.09"""
1769498;Mõisa 3 Ervita Koeru vald Järvamaa;"Järva maakond, Järva vald, Ervita küla, Mõisa tee 3";3;52;Järva maakond;255;Järva vald;1640;Ervita küla;;;07PD;Mõisa tee;;;3B42;3;;;522551640000007PD00003B4200000000;2571531;6534817;619434;58,93585;26,0746;"58°56'9.05""";"26°4'28.55"""
1773489;Sääsevaba Sava Luunja vald Tartumaa;"Tartu maakond, Luunja vald, Sava küla, Sääsevaba";3;79;Tartu maakond;432;Luunja vald;7479;Sava küla;;;;;4X2U;Sääsevaba;;;;;794327479000000004X2U000000000000;3313271;6475105;673677;58,38181;26,96986;"58°22'54.50""";"26°58'11.51"""
1773851;Katku Mõhküla Põltsamaa vald Jõgevamaa;"Jõgeva maakond, Põltsamaa vald, Mõhküla, Kaku";3;50;Jõgeva maakond;618;Põltsamaa vald;5123;Mõhküla;;;;;FJZK;Kaku;;;;;50618512300000000FJZK000000000000;3437983;6505975;610211;58,67947;25,90029;"58°40'46.11""";"25°54'1.05"""
1780851;Kõik on valmis tule ja ela Kubija Oksa tn. Võru Võrumaa;Võru maakond;1;87;Võru maakond;000;;;;;;;;;;;;;;870000000000000000000000000000000;3220982;6415708;677905;57,84735;26,99672;"57°50'50.47""";"26°59'48.19"""
1785458;Haavakannu tee 19 Rahinge Tähtvere vald Tartumaa;"Tartu maakond, Tartu linn, Rahinge küla, Haavakannu tee 20";3;79;Tartu maakond;793;Tartu linn;6724;Rahinge küla;;;0TU3;Haavakannu tee;;;C0NR;20;;;79793672400000TU30000C0NR00000000;3429637;6473427;654815;58,37384;26,64655;"58°22'25.83""";"26°38'47.58"""
1788743;Elva Tartumaa;"Tartu maakond, Elva vald";1;79;Tartu maakond;171;Elva vald;;;;;;;;;;;;;791710000000000000000000000000000;2974743;6456199;642048;58,2236;26,41788;"58°13'24.95""";"26°25'4.39"""
1789350;Nõela tn. 18 Aespa Kohila vald Raplamaa;"Rapla maakond, Kohila vald, Aespa alevik, Nõela tn 18";3;71;Rapla maakond;317;Kohila vald;1094;Aespa alevik;;;0P2Q;Nõela tn;;;9BGZ;18;;;71317109400000P2Q00009BGZ00000000;3322658;6563877;537170;59,21169;24,65074;"59°12'42.09""";"24°39'2.65"""
1790186;Sipelga Räni Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Räni alevik, Sipelga põik 1";3;79;Tartu maakond;283;Kambja vald;7214;Räni alevik;;;0CNL;Sipelga põik;;;2OV1;1;;;79283721400000CNL00002OV100000000;2825313;6471654;655626;58,35765;26,6592;"58°21'27.53""";"26°39'33.11"""
1791391;Võõpsu Räpina vald Põlvamaa;"Põlva maakond, Räpina vald, Võõpsu alevik";1;64;Põlva maakond;708;Räpina vald;9608;Võõpsu alevik;;;;;;;;;;;647089608000000000000000000000000;3158483;6443483;708073;58,08327;27,52861;"58°4'59.76""";"27°31'43.00"""
1792495;Tallinn Rapla Purila Kuusiku Sauna Kuku Rapla vald Raplamaa;"Rapla maakond, Rapla vald";1;71;Rapla maakond;668;Rapla vald;;;;;;;;;;;;;716680000000000000000000000000000;3158187;6540821;545890;59,00388;24,79858;"59°0'13.97""";"24°47'54.88"""
1794430;Linnujaama Lao Tõstamaa vald Pärnumaa;"Pärnu maakond, Pärnu linn, Lao küla, Linnujaama";3;68;Pärnu maakond;624;Pärnu linn;4109;Lao küla;;;;;3I81;Linnujaama;;;;;686244109000000003I81000000000000;3026469;6455215;506802;58,2377;24,1158;"58°14'15.71""";"24°6'56.89"""
1800064;Maramaa Tartu vald Tartumaa;"Tartu maakond, Tartu vald, Maramaa küla";1;79;Tartu maakond;796;Tartu vald;4779;Maramaa küla;;;;;;;;;;;797964779000000000000000000000000;2822870;6481083;656757;58,44183;26,68495;"58°26'30.60""";"26°41'5.81"""
1802641;Tõrva Valgamaa;"Valga maakond, Tõrva vald";1;81;Valga maakond;824;Tõrva vald;;;;;;;;;;;;;818240000000000000000000000000000;2974690;6430477;613568;58,00104;25,92088;"58°0'3.75""";"25°55'15.15"""
1820221;Kinksepa Lüllemäe Karula vald Valgamaa;"Valga maakond, Valga vald, Lüllemäe küla, Kirikumõisa tee 9";3;81;Valga maakond;855;Valga vald;4677;Lüllemäe küla;;;0TXN;Kirikumõisa tee;;;C2ZV;9;;;81855467700000TXN0000C2ZV00000000;3449545;6403537;641331;57,75131;26,37398;"57°45'4.70""";"26°22'26.33"""
1823709;Pallase pst 123 Ihaste Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Pallase pst 10";3;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SM8;Pallase pst;;;BNU3;10;;;79793815100000SM80000BNU300000000;3127955;6472115;662741;58,35919;26,78096;"58°21'33.10""";"26°46'51.46"""
1837785;Kruusa 8 Rakvere Lääne-Virumaa;"Lääne-Viru maakond, Rakvere linn, Kruusa tn";2;60;Lääne-Viru maakond;663;Rakvere linn;;;;;02CS;Kruusa tn;;;;;;;606630000000002CS0000000000000000;2692423;6580510;635647;59,34098;26,3842;"59°20'27.52""";"26°23'3.12"""
1840529;Peetri talu Käbiküla Kehtna Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Käbiküla, Peetri";3;71;Rapla maakond;293;Kehtna vald;3846;Käbiküla;;;;;3HAE;Peetri;;;;;712933846000000003HAE000000000000;3169197;6530966;549711;58,91499;24,86286;"58°54'53.96""";"24°51'46.29"""
1902532;Salu 9 Põlva Põlva vald Põlvamaa;"Põlva maakond, Põlva vald, Põlva linn, Salu tn 9";3;64;Põlva maakond;622;Põlva vald;6536;Põlva linn;;;0PYK;Salu tn;;;9R2F;9;;;64622653600000PYK00009R2F00000000;3191707;6438517;681119;58,05063;27,06835;"58°3'2.26""";"27°4'6.05"""
1903696;Niidu Jõgeva Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Jõgeva linn, Niidu tn";2;50;Jõgeva maakond;247;Jõgeva vald;2262;Jõgeva linn;;;0TBO;Niidu tn;;;;;;;50247226200000TBO0000000000000000;3357563;6513795;638788;58,74143;26,39747;"58°44'29.15""";"26°23'50.88"""
1904521;Vassevere Saare vald Jõgevamaa;"Jõgeva maakond, Mustvee vald, Vassevere küla";1;50;Jõgeva maakond;486;Mustvee vald;9116;Vassevere küla;;;;;;;;;;;504869116000000000000000000000000;3335052;6512811;660291;58,72517;26,76782;"58°43'30.61""";"26°46'4.16"""
1905963;saare 7 Kaerepere Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald, Kaerepere alevik, Saare tn 7";3;71;Rapla maakond;293;Kehtna vald;2496;Kaerepere alevik;;;06F1;Saare tn;;;5Q5A;7;;;712932496000006F100005Q5A00000000;3189134;6535997;548333;58,96031;24,84004;"58°57'37.11""";"24°50'24.13"""
1907565;4 Tamsalu Tamsalu vald Lääne-Virumaa;"Lääne-Viru maakond, Tapa vald, Tamsalu linn, A. H. Tammsaare tn 4";3;60;Lääne-Viru maakond;792;Tapa vald;8130;Tamsalu linn;;;04M0;A. H. Tammsaare tn;;;2XN9;4;;;607928130000004M000002XN900000000;2758106;6559754;620254;59,15938;26,1024;"59°9'33.77""";"26°6'8.65"""
1907978;Karja 1 Parksepa Võru vald Võrumaa;"Võru maakond, Võru vald, Parksepa alevik, Karja tn 1";3;87;Võru maakond;917;Võru vald;6017;Parksepa alevik;;;06WL;Karja tn;;;2ZLL;1;;;879176017000006WL00002ZLL00000000;3235925;6422392;677232;57,90757;26,99041;"57°54'27.27""";"26°59'25.49"""
1909902;Tuule Soinaste Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Soinaste küla, Tuule tn 1";3;79;Tartu maakond;283;Kambja vald;7666;Soinaste küla;;;0D99;Tuule tn;;;2UA8;1;;;79283766600000D9900002UA800000000;2870791;6469696;657797;58,3393;26,69491;"58°20'21.50""";"26°41'41.68"""
1911313;Parkali 18 Simuna Väike-Maarja vald Lääne-Virumaa;"Lääne-Viru maakond, Väike-Maarja vald, Simuna alevik, Parkali tn 18";3;60;Lääne-Viru maakond;928;Väike-Maarja vald;7603;Simuna alevik;;;073V;Parkali tn;;;0GOV;18;;;6092876030000073V00000GOV00000000;3265219;6548028;637819;59,04888;26,40191;"59°2'55.96""";"26°24'6.87"""
1912938;Köödre Ristivälja Käina vald Hiiumaa;;;;;;;;;;;;;;;;;;;;;;;;;;
1913495;Lille tn 9 Otepää Otepää vald Valgamaa;"Valga maakond, Otepää vald, Otepää linn, Lille tn 9";3;81;Valga maakond;557;Otepää vald;5755;Otepää linn;;;0RA6;Lille tn;;;AGK6;9;;;81557575500000RA60000AGK600000000;2995289;6438060;647222;58,05915;26,4944;"58°3'32.92""";"26°29'39.83"""
1915889;Oru-Põik 6 Antsla Antsla Antsla vald Võrumaa;"Võru maakond, Antsla vald, Antsla linn, Oru põik 6";3;87;Võru maakond;142;Antsla vald;1301;Antsla linn;;;05V7;Oru põik;;;3L5C;6;;;871421301000005V700003L5C00000000;3234099;6413014;650657;57,83327;26,5365;"57°49'59.78""";"26°32'11.41"""
1918780;Viljandi mnt 13A Hagudi alevik Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Hagudi alevik, Viljandi mnt 13a";3;71;Rapla maakond;668;Rapla vald;1716;Hagudi alevik;;;06AW;Viljandi mnt;;;3FQI;13a;;;716681716000006AW00003FQI00000000;3173156;6547667;546970;59,06522;24,81883;"59°3'54.78""";"24°49'7.77"""
1919382;Veriora Veriora vald Põlvamaa;"Põlva maakond, Räpina vald, Veriora alevik";1;64;Põlva maakond;708;Räpina vald;9223;Veriora alevik;;;;;;;;;;;647089223000000000000000000000000;3158475;6434153;698239;58,00414;27,35422;"58°0'14.89""";"27°21'15.19"""
1920054;Looduse 4a Pajusti Rakvere Lääne-Virumaa;Lääne-Viru maakond;1;60;Lääne-Viru maakond;000;;;;;;;;;;;;;;600000000000000000000000000000000;2674736;6581207;634272;59,34767;26,36048;"59°20'51.61""";"26°21'37.74"""
1920121;Lehise Haapsalu Läänemaa;"Lääne maakond, Haapsalu linn, Haapsalu linn, Lehise tn";2;56;Lääne maakond;184;Haapsalu linn;1692;Haapsalu linn;;;0RVB;Lehise tn;;;;;;;56184169200000RVB0000000000000000;2659102;6533310;474709;58,93816;23,56073;"58°56'17.37""";"23°33'38.62"""
1922693;Rahu Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Rahu tn";2;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0S64;Rahu tn;;;;;;;79171158600000S640000000000000000;2997750;6455918;643147;58,22072;26,4364;"58°13'14.59""";"26°26'11.05"""
1923042;Nõmmeringi Tartu Tartumaa;"Tartu maakond, Tartu vald, Vahi alevik, Nõmmeringi tn";2;79;Tartu maakond;796;Tartu vald;8850;Vahi alevik;;;08K1;Nõmmeringi tn;;;;;;;797968850000008K10000000000000000;2841607;6478880;657401;58,42184;26,69445;"58°25'18.62""";"26°41'40.03"""
1924783;Räni Tammelinn Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Räni põik 1";3;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SP6;Räni põik;;;BGPB;1;;;79793815100000SP60000BGPB00000000;3074504;6472488;658616;58,36406;26,71081;"58°21'50.60""";"26°42'38.91"""
1926854;Pärnu mnt 46 Märjamaa Märjamaa vald Raplamaa;"Rapla maakond, Märjamaa vald, Märjamaa alev, Pärnu mnt 46";3;71;Rapla maakond;502;Märjamaa vald;5280;Märjamaa alev;;;029J;Pärnu mnt;;;11HK;46;;;7150252800000029J000011HK00000000;3549919;6529779;524739;58,90649;24,42929;"58°54'23.37""";"24°25'45.46"""
1927028;Variku Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Variku tn";2;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SNG;Variku tn;;;;;;;79793815100000SNG0000000000000000;3038863;6471023;658329;58,35102;26,7049;"58°21'3.66""";"26°42'17.64"""
1928188;Kauge Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, Kauge tn";2;84;Viljandi maakond;897;Viljandi linn;;;;;05B3;Kauge tn;;;;;;;848970000000005B30000000000000000;108224;6471721;592632;58,37613;25,58337;"58°22'34.08""";"25°35'0.15"""
1928336;Pikk 12 Ambla Ambla vald Järvamaa;"Järva maakond, Järva vald, Ambla alevik, Pikk tn 12";3;52;Järva maakond;255;Järva vald;1250;Ambla alevik;;;065I;Pikk tn;;;1J9N;12;;;5225512500000065I00001J9N00000000;2575833;6562975;605038;59,19229;25,83807;"59°11'32.26""";"25°50'17.04"""
1928584;Lepiku tee Veeriku Tartu Tartumaa;Tartu maakond;1;79;Tartu maakond;000;;;;;;;;;;;;;;790000000000000000000000000000000;2822791;6472971;660202;58,36781;26,73822;"58°22'4.12""";"26°44'17.59"""
1930317;Tamme Tila Tartu vald Tartumaa;"Tartu maakond, Tartu vald, Tila küla, Tamme";3;79;Tartu maakond;796;Tartu vald;8235;Tila küla;;;;;4UGZ;Tamme;;;;;797968235000000004UGZ000000000000;2868357;6479520;660405;58,42649;26,74627;"58°25'35.35""";"26°44'46.56"""
1930700;Pihlaka Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Pihlaka tn";2;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SZZ;Pihlaka tn;;;;;;;79793815100000SZZ0000000000000000;3039826;6471309;659102;58,3533;26,71829;"58°21'11.89""";"26°43'5.84"""
1933000;Ploomi Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Ploomi tn";2;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0S6O;Ploomi tn;;;;;;;79171158600000S6O0000000000000000;2997793;6457003;642179;58,23077;26,42061;"58°13'50.77""";"26°25'14.18"""
1933900;Palkmaja Muhu vald Saaremaa;"Saare maakond, Muhu vald";1;74;Saare maakond;478;Muhu vald;;;;;;;;;;;;;744780000000000000000000000000000;100173;6496114;455584;58,60269;23,23593;"58°36'9.67""";"23°14'9.35"""
1933934;Laane 4 Elva Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Laane tn 4";3;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0S8C;Laane tn;;;B44U;4;;;79171158600000S8C0000B44U00000000;3011687;6456083;640535;58,22304;26,39208;"58°13'22.96""";"26°23'31.50"""
1940132;Rõugu 7b Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Rõugu tn 7b";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SKZ;Rõugu tn;;;BLK2;7b;;;68624661900000SKZ0000BLK200000000;3102024;6472646;527929;58,39336;24,47759;"58°23'36.10""";"24°28'39.32"""
1940607;Allikoja Külitse Ülenurme vald Tartumaa;Tartu maakond;1;79;Tartu maakond;000;;;;;;;;;;;;;;790000000000000000000000000000000;2822791;6472971;660202;58,36781;26,73822;"58°22'4.12""";"26°44'17.59"""
1940673;Märteni Purila Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Purila küla, Märteni";3;71;Rapla maakond;668;Rapla vald;6443;Purila küla;;;;;5PSD;Märteni;;;;;716686443000000005PSD000000000000;3187476;6549034;549499;59,0772;24,86322;"59°4'37.94""";"24°51'47.58"""
1940738;Järve 14 Abja-Paluoja Abja vald Viljandimaa;"Viljandi maakond, Mulgi vald, Abja-Paluoja linn, Järve tn 14";3;84;Viljandi maakond;480;Mulgi vald;1060;Abja-Paluoja linn;;;05U9;Järve tn;;;2N57;14;;;844801060000005U900002N5700000000;3236161;6443898;579902;58,12889;25,35623;"58°7'44.00""";"25°21'22.42"""
1942946;Sõreste Kanepi vald Põlvamaa;"Põlva maakond, Kanepi vald, Sõreste küla";1;64;Põlva maakond;284;Kanepi vald;7897;Sõreste küla;;;;;;;;;;;642847897000000000000000000000000;3133010;6430690;672886;57,98372;26,92328;"57°59'1.41""";"26°55'23.80"""
1944165;Külitse Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Külitse alevik";1;79;Tartu maakond;283;Kambja vald;3986;Külitse alevik;;;;;;;;;;;792833986000000000000000000000000;2822802;6467825;653803;58,32394;26,62552;"58°19'26.19""";"26°37'31.87"""
1944246;Soo 8A Vana-Pärnu Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Soo tn 8a";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SLG;Soo tn;;;BH8U;8a;;;68624661900000SLG0000BH8U00000000;3075839;6471941;527384;58,38707;24,46819;"58°23'13.44""";"24°28'5.47"""
1944585;Järve 4 Tõrva Valgamaa;"Valga maakond, Tõrva vald, Tõrva linn, Järve tn 4";3;81;Valga maakond;824;Tõrva vald;8529;Tõrva linn;;;0SFG;Järve tn;;;B2HH;4;;;81824852900000SFG0000B2HH00000000;3008317;6430227;614381;57,99859;25,9345;"57°59'54.91""";"25°56'4.19"""
1944972;Nõmmeringi Vahi Tartu vald Tartumaa;"Tartu maakond, Tartu vald, Vahi alevik, Nõmmeringi tn 1";3;79;Tartu maakond;796;Tartu vald;8850;Vahi alevik;;;08K1;Nõmmeringi tn;;;2MIP;1;;;797968850000008K100002MIP00000000;2845591;6478816;657579;58,4212;26,69745;"58°25'16.32""";"26°41'50.82"""
1945458;Remmelga 14 Valtu Kaerepere Kehtna vald Raplamaa;"Rapla maakond, Kehtna vald";1;71;Rapla maakond;293;Kehtna vald;;;;;;;;;;;;;712930000000000000000000000000000;3158009;6515770;547275;58,77885;24,81737;"58°46'43.84""";"24°49'2.52"""
1945934;Pikk 3 Võiste Tahkuranna vald Pärnumaa;"Pärnu maakond, Häädemeeste vald, Võiste alevik, Pikk tn 3";3;68;Pärnu maakond;214;Häädemeeste vald;9539;Võiste alevik;;;01X6;Pikk tn;;;6WTC;3;;;682149539000001X600006WTC00000000;2937699;6452104;528316;58,20891;24,48168;"58°12'32.06""";"24°28'54.06"""
1947280;pikk 23 Tõrva Valgamaa;"Valga maakond, Tõrva vald, Tõrva linn, Pikk tn 23";3;81;Valga maakond;824;Tõrva vald;8529;Tõrva linn;;;0S7U;Pikk tn;;;B2OT;23;;;81824852900000S7U0000B2OT00000000;3008766;6430802;614032;58,00384;25,92888;"58°0'13.82""";"25°55'43.96"""
1947504;Tartu mnt Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Tartu mnt 1";3;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0S83;Tartu mnt;;;B2MW;1;;;79171158600000S830000B2MW00000000;3008676;6456015;641448;58,22214;26,40757;"58°13'19.70""";"26°24'27.25"""
1948471;Otepää Lille tn 9 Tartu Tartumaa;Tartu maakond;1;79;Tartu maakond;000;;;;;;;;;;;;;;790000000000000000000000000000000;2822791;6472971;660202;58,36781;26,73822;"58°22'4.12""";"26°44'17.59"""
1948716;Kaare 12 Põltsamaa Jõgevamaa;"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Kaare tn 12";3;50;Jõgeva maakond;618;Põltsamaa vald;6537;Põltsamaa linn;;;0TC0;Kaare tn;;;BRYX;12;;;50618653700000TC00000BRYX00000000;3383572;6503143;615626;58,65265;25,99216;"58°39'9.54""";"25°59'31.76"""
1949449;haanja mnt Rõuge Rõuge vald Võrumaa;"Võru maakond, Rõuge vald, Rõuge alevik, Haanja mnt 1";3;87;Võru maakond;698;Rõuge vald;7181;Rõuge alevik;;;0714;Haanja mnt;;;5WIV;1;;;8769871810000071400005WIV00000000;3371840;6402458;673781;57,73014;26,91764;"57°43'48.50""";"26°55'3.51"""
1950541;Vassevere Saare vald Jõgevamaa;"Jõgeva maakond, Mustvee vald, Vassevere küla";1;50;Jõgeva maakond;486;Mustvee vald;9116;Vassevere küla;;;;;;;;;;;504869116000000000000000000000000;3335052;6512811;660291;58,72517;26,76782;"58°43'30.61""";"26°46'4.16"""
