ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta	Maakond
2234385	34900	3	108.6	Keskmine	1994	Tirtsu Imukvere Palamuse vald Jõgevamaa	2013	Jõgevamaa
2234406	97500	3	180	Keskmine	1939	Ülevälja Raikküla Raikküla vald Raplamaa	2013	Raplamaa
2234408	24000	5	112	Uus	1948	Kaarlimäe 4 Tõrva Valgamaa	2013	Valgamaa
2234409	30000	3	92.5	Keskmine	1926	Otti talu Velise Märjamaa vald Raplamaa	2013	Raplamaa
2234452	115000	5	127.5	Uus	2008	Käärasoo tee 35 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2234463	47500	4	120.2	NA	1982	Rooli tee 26 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2234471	69000	3	140	Valmis	1986	Kesk-Kaare Viljandi Viljandimaa	2013	Viljandimaa
2234474	140605	7	360	Valmis	2000	Tobraselja Viljandi vald Viljandimaa	2013	Viljandimaa
2234478	153000	6	371	Valmis	1994	Valga Tõrva Valgamaa	2013	Valgamaa
2234480	84000	4	86.4	NA	1999	Kadastiku Laheküla Pihtla vald Saaremaa	2013	Saaremaa
2234496	84000	4	86.4	NA	1999	Kadastiku Laheküla Pihtla vald Saaremaa	2013	Saaremaa
2234506	320000	8	425	Renoveeritud	1910	Kalda 73 Raja Kasepää vald Jõgevamaa	2013	Jõgevamaa
2234509	36000	5	104.3	Valmis	1966	Benito Agirre 16 Mustvee Jõgevamaa	2013	Jõgevamaa
2234538	25000	3	80	Valmis	1936	Kohhi Uhtjärve Urvaste vald Võrumaa	2013	Võrumaa
2234540	15000	6	144.7	Vajab renoveerimist	1935	Lassitamme Pala Türi vald Järvamaa	2013	Järvamaa
2234582	75000	3	NA	NA	1969	Kuu Pärnu Pärnumaa	2013	Pärnumaa
2234655	90000	6	370	NA	1991	Marja Elva Tartumaa	2013	Tartumaa
2234681	12000	3	51.7	Vajab san. remonti	1901	Mätasselja Lääne-Saare vald Saaremaa	2013	Saaremaa
2234699	153000	6	201.4	Valmis	1996	Oja tee 3 Uusküla Alajõe vald Ida-Virumaa	2013	Ida-Virumaa
2234710	29999	2	63.5	Vajab renoveerimist	1922	Tartu mnt 34 Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2234719	87600	4	170	Renoveeritud	2012	Valka Kuru 9A Valga Valgamaa	2013	Valgamaa
2234723	50800	2	77	Valmis	1961	Eesküla Rakvere vald Lääne-Virumaa	2013	Lääne-Virumaa
2234729	18000	NA	326.2	Vajab renoveerimist	1946	Arturi Leipste Saarde vald Pärnumaa	2013	Pärnumaa
2234731	153000	6	164	Renoveeritud	1919	Kuusiku . Ridaküla Rapla vald Raplamaa	2013	Raplamaa
2234737	18000	4	83.5	Valmis	1954	Kaasiku Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2234770	30000	NA	118.2	Vajab renoveerimist	1930	Kiisa 1 Leevaku Räpina vald Põlvamaa	2013	Põlvamaa
2234847	19000	3	88	Vajab renoveerimist	1925	Vanamõisa Põdrala vald Valgamaa	2013	Valgamaa
2234848	17000	5	82	Vajab renoveerimist	1970	Roosi Tsirguliina Tõlliste vald Valgamaa	2013	Valgamaa
2234850	110000	6	254.6	NA	1992	Koidu Tõrva Valgamaa	2013	Valgamaa
2234888	235000	5	123.1	Uus	2012	Pardi Pärnu Pärnumaa	2013	Pärnumaa
2234935	85000	NA	160	NA	1980	Heina põik Võru Võrumaa	2013	Võrumaa
2234937	16000	3	83	Vajab renoveerimist	1972	Suntsi tee 11 Etsaste Nõo vald Tartumaa	2013	Tartumaa
2234938	16000	3	83	Vajab renoveerimist	1972	Elvast 5km.- Nõo vald Etsaste Suntsi tee 11 Elva Tartumaa	2013	Tartumaa
2234965	34000	6	245	Valmis	1880	Tartu mnt 9 Roela Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2234971	65000	4	302.7	Vajab renoveerimist	1960	Edise Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2234975	165000	3	210	Valmis	1906	Loosalu-Truia Vana-Kaiu Kaiu vald Raplamaa	2013	Raplamaa
2235011	90000	4	120.3	Valmis	2007	Köstri Viljandi Viljandimaa	2013	Viljandimaa
2235017	145000	15	899.9	Renoveeritud	1932	Postikooli Tahkuranna vald Pärnumaa	2013	Pärnumaa
2235020	102200	5	214.1	Valmis	1976	Tartu mnt Põltsamaa Jõgevamaa	2013	Jõgevamaa
2235048	99999	NA	340	Valmis	2007	Vihtra küla Vihtra Vändra vald Pärnumaa	2013	Pärnumaa
2235061	720000	5	142.2	Valmis	2005	Kalda Mangu Hiiu vald Hiiumaa	2013	Hiiumaa
2235071	9500	2	52	Vajab renoveerimist	1939	Kõo Helbi Meremäe vald Võrumaa	2013	Võrumaa
2235091	27000	2	57.5	Uus	2008	Patika Patika Tapa vald Lääne-Virumaa	2013	Lääne-Virumaa
2235106	315000	5	365.3	NA	2006	Veetorni tn 3 Kesklinn Pärnu Pärnumaa	2013	Pärnumaa
2235119	149000	4	138	NA	2008	Viigi tee 7 Reiu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2235187	114900	4	94.4	Uus	2013	Pähna Tartu Tartumaa	2013	Tartumaa
2235225	30000	4	NA	Valmis	1925	Oja Tealama Torma vald Jõgevamaa	2013	Jõgevamaa
2235230	80000	5	90	NA	1902	Mäealuste Järise Mustjala vald Saaremaa	2013	Saaremaa
2235243	16900	5	64.2	Vajab san. remonti	1932	Kruusa Purdi Paide vald Järvamaa	2013	Järvamaa
2235281	58000	6	120	Vajab renoveerimist	1920	Jõe Elva Tartumaa	2013	Tartumaa
2235429	49500	5	120	Valmis	2010	Konnati Kiini Viljandi vald Viljandimaa	2013	Viljandimaa
2235464	110000	5	172.9	Vajab san. remonti	1971	Nurmenuku Rapla Rapla vald Raplamaa	2013	Raplamaa
2235485	17000	3	120	Vajab renoveerimist	1966	Kille tee Veskimäe Abja vald Viljandimaa	2013	Viljandimaa
2235493	195000	NA	417	Vajab renoveerimist	1910	Tallinna 1 Paide Järvamaa	2013	Järvamaa
2235506	55000	6	131.4	Valmis	1938	Ringi Sindi Pärnumaa	2013	Pärnumaa
2235510	12000	4	86	Valmis	1931	Rõusa-Ülejõe Rõusa Vändra vald Pärnumaa	2013	Pärnumaa
2235556	159000	5	230	Uus	2009	Metsalaane Elva Tartumaa	2013	Tartumaa
2235584	65000	4	195.3	Valmis	1975	Jõe 26 Paide Järvamaa	2013	Järvamaa
2235586	20000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013	Pärnumaa
2235590	28500	3	71.1	Vajab renoveerimist	1951	Eha tänav Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2235686	39000	8	564.7	Valmis	1903	Pärnu tn Suure-Jaani Suure-Jaani vald Viljandimaa	2013	Viljandimaa
2235698	172000	5	224.8	Renoveeritud	1969	Elva 34b Tammelinn Tartu Tartumaa	2013	Tartumaa
2235747	48000	3	97	San. remont tehtud	1939	Kadaka talu Korba Paide vald Järvamaa	2013	Järvamaa
2235760	13650	7	200	Vajab renoveerimist	1928	Võru 70 Valga Valgamaa	2013	Valgamaa
2235767	45000	6	223	Valmis	1979	Kõvaküla küla Kõvaküla Karksi vald Viljandimaa	2013	Viljandimaa
2235779	10059	NA	94.7	Vajab renoveerimist	1936	Pritsu Röa Väätsa vald Järvamaa	2013	Järvamaa
2235789	88900	6	NA	Keskmine	1960	Tähe Elva Tartumaa	2013	Tartumaa
2235792	165000	5	192	Uus	2015	Linna tee Uuemõisa Ridala vald Läänemaa	2013	Läänemaa
2235800	75900	5	113	Valmis	1960	Pärnu mnt. Sindi Pärnumaa	2013	Pärnumaa
2235801	165000	6	177	Valmis	2002	Reiujõe tee Reiu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2235852	110000	3	106	Uus	2006	Lõvi tee 5a Audru vald Pärnumaa	2013	Pärnumaa
2235853	115900	4	164	Uus	2007	Väljataguse küla Väljataguse Rapla vald Raplamaa	2013	Raplamaa
2235868	7000	3	48.9	Valmis	1996	 Konna 189 Vaivara Vaivara vald Ida-Virumaa	2013	Ida-Virumaa
2235871	105000	4	128	Uus	2008	Laine Eisma Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa
2235872	19000	4	132	Vajab san. remonti	1974	Metsa 12 Laatre Tõlliste vald Valgamaa	2013	Valgamaa
2235916	58000	NA	240	NA	1923	Reigi Hiiu vald Hiiumaa	2013	Hiiumaa
2235939	298000	6	250.6	Uus	2006	Ääre Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2235941	47500	4	120.2	NA	1982	Rooli tee 26 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2235985	22000	3	204.6	Vajab renoveerimist	1948	 kinnistu Viisu Roosna-Alliku vald Järvamaa	2013	Järvamaa
2236026	59000	4	146.1	Valmis	1962	Tehase Aseri Aseri vald Ida-Virumaa	2013	Ida-Virumaa
2236036	123456	5	170	Valmis	2004	Väluste tee Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2236038	189000	4	187.9	Valmis	2007	Kulli tn Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2236046	6800	3	125.9	Vajab renoveerimist	1869	Kuksema Järva-Jaani vald Järvamaa	2013	Järvamaa
2236049	65000	3	378	Valmis	2007	Eesküla Eesküla Rakvere vald Lääne-Virumaa	2013	Lääne-Virumaa
2236050	41999	NA	307	Valmis	1919	Lepa Kehala Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2236054	105000	6	179	Valmis	2005	Ilmatsalu tee Rahinge Tähtvere vald Tartumaa	2013	Tartumaa
2236057	99000	3	83	Uus	2006	Linnu tee Õssu Ülenurme vald Tartumaa	2013	Tartumaa
2236059	108011	4	263.1	NA	1950	Väike-Juhani - Pilkuse Otepää vald Valgamaa	2013	Valgamaa
2236063	1790	5	237.6	Valmis	1980	Võmmorska Piusa Võmmorski Meremäe vald Võrumaa	2013	Võrumaa
2236076	115040	6	275	Valmis	1985	Väike-Kaare Viljandi Viljandimaa	2013	Viljandimaa
2236082	115000	5	364	Valmis	2002	Põllu Elva Tartumaa	2013	Tartumaa
2236118	15200	3	74	Valmis	1937	Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2013	Pärnumaa
2236128	45000	4	104.5	Vajab san. remonti	1943	Jänese Soomra Audru vald Pärnumaa	2013	Pärnumaa
2236164	120000	5	168	Valmis	1969	Mõrra 8a Pärnu Pärnumaa	2013	Pärnumaa
2236220	110000	NA	354.8	Valmis	1930	Supelranna Elva Tartumaa	2013	Tartumaa
2236225	45000	3	53	Valmis	1980	. Päkste Haaslava vald Tartumaa	2013	Tartumaa
2236232	129000	4	170	Valmis	1987	Männiku Välgi Vara vald Tartumaa	2013	Tartumaa
2236234	224000	6	200	NA	2009	Nõo vald Nõo vald Tartumaa	2013	Tartumaa
2236318	21000	3	63.1	Valmis	1956	Võlsi tee 3 Võru Võrumaa	2013	Võrumaa
2236322	30000	3	87.4	Valmis	1962	Akseli Roosi Laheda vald Põlvamaa	2013	Põlvamaa
2236338	23900	3	91	Valmis	1939	Eriku - vahetusvõimalused . Vändra vald Pärnumaa	2013	Pärnumaa
2236362	45000	9	219.1	Vajab renoveerimist	1939	Vastse-Kuuste Vastse-Kuuste Vastse-Kuuste vald Põlvamaa	2013	Põlvamaa
2236366	93000	3	366	Renoveeritud	1928	Kärgula Kärgula Sõmerpalu vald Võrumaa	2013	Võrumaa
2236367	70500	4	160	Uus	2008	Viktoria tee Tahkuna Hiiu vald Hiiumaa	2013	Hiiumaa
2236373	26500	2	49.8	Vajab renoveerimist	1907	Visusti Visusti Palamuse vald Jõgevamaa	2013	Jõgevamaa
2236380	105000	6	231	Valmis	1998	Liiva Nõo Nõo vald Tartumaa	2013	Tartumaa
2236458	18000	1	30	Valmis	2011	Ööbiku Lääniste Võnnu vald Tartumaa	2013	Tartumaa
2236459	28000	3	64	Valmis	1958	Haava Napi Misso vald Võrumaa	2013	Võrumaa
2236463	84900	8	227	Valmis	1930	Võnnu Võnnu Võnnu vald Tartumaa	2013	Tartumaa
2236464	169000	4	181	Valmis	2004	Loopealse Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa
2236480	75000	3	117	Uus	2007	Papli Ridaküla Puhja vald Tartumaa	2013	Tartumaa
2236558	36000	3	279	Valmis	1910	Koruste Koruste Rõngu vald Tartumaa	2013	Tartumaa
2236560	45000	6	115	Valmis	1956	Vilja tn Võru Võrumaa	2013	Võrumaa
2236561	6375	4	95	Valmis	1965	Ruuve Suure-Veerksu Räpina vald Põlvamaa	2013	Põlvamaa
2236562	299000	6	220	Valmis	1974	Veski tn Tähtvere Tartu Tartumaa	2013	Tartumaa
2236566	42000	3	120	San. remont tehtud	1920	C. R. Jakobsoni tn Viljandi Viljandimaa	2013	Viljandimaa
2236568	225000	5	187	Valmis	2005	Ihaste tee Ihaste Tartu Tartumaa	2013	Tartumaa
2236572	139900	4	120	Valmis	2012	Tuule tn Soinaste Ülenurme vald Tartumaa	2013	Tartumaa
2236573	115000	5	360	Valmis	2002	 Elva Tartumaa	2013	Tartumaa
2236605	74000	NA	165.9	Uus	2013	Rõõmu Luunja vald Tartumaa	2013	Tartumaa
2236616	119000	4	101.5	Uus	2013	Pärna allee 13  Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2236635	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013	Võrumaa
2236641	39900	3	NA	NA	1970	Sulevi 6 Võru Võrumaa	2013	Võrumaa
2236684	30000	3	87.4	Valmis	1962	Akseli Roosi Laheda vald Põlvamaa	2013	Põlvamaa
2236691	45000	3	60	Vajab san. remonti	1997	Väikesaare 2 Narva Ida-Virumaa	2013	Ida-Virumaa
2236697	17600	3	90	NA	1950	Mõisavahe 3 Koigi Koigi vald Järvamaa	2013	Järvamaa
2236703	15000	NA	1013.9	NA	1986	Tuule tn 3 Vändra Vändra vald (alev) Pärnumaa	2013	Pärnumaa
2236718	73000	4	160	Renoveeritud	1992	Metsa 9 Mustvee Jõgevamaa	2013	Jõgevamaa
2236720	32000	3	127	Vajab san. remonti	1985	Ööbiku maja . Vana-Kaiu Kaiu vald Raplamaa	2013	Raplamaa
2236723	17000	4	150	Vajab renoveerimist	1974	Matsi kinnistu Mõtsu Varbla vald Pärnumaa	2013	Pärnumaa
2236726	70000	4	155.1	Uus	2006	Takja tn Tammiste Sauga vald Pärnumaa	2013	Pärnumaa
2236729	34000	NA	133.9	Vajab renoveerimist	1938	Posti 12a Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2236806	130000	NA	261	Valmis	2008	Tallinna mnt 2 Risti Lääne-Nigula vald Läänemaa	2013	Läänemaa
2236820	37500	2	279	Renoveeritud	1882	Koruste Rõngu vald Tartumaa	2013	Tartumaa
2236831	62000	4	96	Uus	2002	Nõmmevahe Kilksama Sauga vald Pärnumaa	2013	Pärnumaa
2236849	140000	6	234	NA	2005	Pikk Toila vald Ida-Virumaa	2013	Ida-Virumaa
2236855	50000	NA	1626	NA	1961	Kärla Lääne-Saare vald Saaremaa	2013	Saaremaa
2237013	27000	2	33	Uus	2013	Teisaldatav maja Toila Toila vald Ida-Virumaa	2013	Ida-Virumaa
2237076	67000	3	93.6	Valmis	1813	 Liu Audru vald Pärnumaa	2013	Pärnumaa
2237089	55000	5	216	Valmis	1984	 1 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2237125	109920	4	160	Uus	2008	Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	2013	Viljandimaa
2237149	66950	5	221.8	Valmis	1989	Vana-Kaiu küla Vana-Kaiu Kaiu vald Raplamaa	2013	Raplamaa
2237156	80000	4	323	Valmis	1980	Sõpruse 95 Kasepää Kasepää vald Jõgevamaa	2013	Jõgevamaa
2237161	109000	4	137	Uus	2006	Ristiku tee 3 Tammiste Sauga vald Pärnumaa	2013	Pärnumaa
2237165	13000	2	47.3	NA	1910	Jaama 3 Paide Järvamaa	2013	Järvamaa
2237183	82000	5	191.3	Uus	2008	Mäeotsa tee 8 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2237202	29900	NA	369	Vajab renoveerimist	1912	Side 4 Järlepa Juuru vald Raplamaa	2013	Raplamaa
2237329	69000	4	87	Vajab renoveerimist	1985	Jüri 2 Pärnu Pärnumaa	2013	Pärnumaa
2237338	29725	4	120	Uus	2009	Kadaka tee 10 Kihelkonna vald Saaremaa	2013	Saaremaa
2237381	59000	8	245	Valmis	1985	Viiginõmme Lümandu Kohila vald Raplamaa	2013	Raplamaa
2237383	10550	3	96.7	NA	1918	Saunaoja Koogiste Kehtna vald Raplamaa	2013	Raplamaa
2237385	390000	6	232	Renoveeritud	1933	Oja Manija Tõstamaa vald Pärnumaa	2013	Pärnumaa
2237396	40900	4	80	Vajab renoveerimist	1960	Muru 15 Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2237398	27000	5	286.9	Vajab renoveerimist	1912	Meiereimaa Kastna Tõstamaa vald Pärnumaa	2013	Pärnumaa
2237412	99000	3	156.2	Valmis	1967	Äärealal Kohila Kohila vald Raplamaa	2013	Raplamaa
2237414	60000	4	181.5	Valmis	1981	Saare Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa
2237415	19000	5	81	NA	1957	Mõdusaare Reinumurru Vändra vald Pärnumaa	2013	Pärnumaa
2237419	69000	3	149.3	Renoveeritud	1925	Torni Võeva Märjamaa vald Raplamaa	2013	Raplamaa
2237480	130000	5	246	Uus	2007	Rähni Sindi Pärnumaa	2013	Pärnumaa
2237482	162000	NA	350	Uus	2000	Eerikvere Palamuse vald Jõgevamaa	2013	Jõgevamaa
2237590	153000	5	187.8	Valmis	1994	Mureli Tammelinn Tartu Tartumaa	2013	Tartumaa
2237638	93000	4	149	Valmis	2005	Ristiku Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2237645	9999	4	86.8	NA	1959	Asta Kulina Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2237664	79000	5	93.1	Valmis	1967	Lühike Paide Järvamaa	2013	Järvamaa
2237665	57000	3	140	Valmis	1895	Kõrgemäe Viljandi Viljandimaa	2013	Viljandimaa
2237706	55000	4	160	Vajab renoveerimist	1950	Väikse-Liivakse Kulli Hummuli vald Valgamaa	2013	Valgamaa
2237717	89000	5	168	Valmis	1963	Veski 5 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2237722	55000	3	38.4	Renoveeritud	1928	Kase 16 Valga Valgamaa	2013	Valgamaa
2237723	155000	5	375	NA	2001	Mällo Alasoo Alatskivi vald Tartumaa	2013	Tartumaa
2237727	40000	NA	152.4	Vajab renoveerimist	1936	Kastna Poe Kastna Tõstamaa vald Pärnumaa	2013	Pärnumaa
2237730	25000	3	75.5	Vajab renoveerimist	1917	Näituse 3 Türi Türi vald Järvamaa	2013	Järvamaa
2237731	36000	3	70.8	NA	1967	Tööstuse 13 Kadrina Kadrina vald Lääne-Virumaa	2013	Lääne-Virumaa
2237743	42000	3	83.3	Valmis	1990	Vahe 2 Valga Valgamaa	2013	Valgamaa
2237778	235000	6	260	Uus	2006	Käärasoo 8 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2237848	155000	5	129.8	Uus	2013	Paruni tn 82 Mõisa elurajoon Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa
2237926	17900	3	152.4	Vajab renoveerimist	1978	Paju Mustmätta Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2237928	44000	5	157	NA	1982	Kihlevere Kihlevere Kadrina vald Lääne-Virumaa	2013	Lääne-Virumaa
2237931	139725	4	123.8	Uus	2011	Vastla Sulupere Rapla vald Raplamaa	2013	Raplamaa
2237936	15750	3	67	NA	1958	Tartu 59 Valga Valgamaa	2013	Valgamaa
2237944	9500	2	85	Vajab renoveerimist	1925	Kaalepi Albu vald Järvamaa	2013	Järvamaa
2238144	59000	3	195	NA	1925	 Konuvere Märjamaa vald Raplamaa	2013	Raplamaa
2238182	430000	8	377	NA	1995	Grossmanni Möldri Rõuge vald Võrumaa	2013	Võrumaa
2238187	87000	6	267.5	NA	1985	Hämariku 4 Elva Tartumaa	2013	Tartumaa
2238301	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013	Hiiumaa
2238306	110000	4	105.1	Uus	2007	Krossu Utessuu Rõuge vald Võrumaa	2013	Võrumaa
2238354	69000	7	340	Keskmine	1980	Lutsu 4 Türi Türi vald Järvamaa	2013	Järvamaa
2238359	143000	5	179.5	Uus	2003	Vana-Viljandi mnt 3 Hagudi Rapla vald Raplamaa	2013	Raplamaa
2238376	75000	5	131.8	Uus	2007	Oravapesa Tammuru Paikuse vald Pärnumaa	2013	Pärnumaa
2238441	59800	4	96	Keskmine	1990	Põripõllu küla vambo talu Orissaare vald Saaremaa	2013	Saaremaa
2238490	20000	6	115.6	Vajab renoveerimist	1994	Martsa Toila vald Ida-Virumaa	2013	Ida-Virumaa
2238537	8500	NA	24.5	NA	1959	Lepa tee 22a Kiviõli Ida-Virumaa	2013	Ida-Virumaa
2238541	35500	4	86.6	Valmis	1952	Välja Tõrva Valgamaa	2013	Valgamaa
2238542	15750	3	50.8	Vajab san. remonti	1953	Kase 23 Valga Valgamaa	2013	Valgamaa
2238700	175000	5	301.6	Uus	2011	Kodu 4 Soinaste Ülenurme vald Tartumaa	2013	Tartumaa
2238705	163000	4	232	Valmis	1992	Vilja Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2238712	14700	NA	97	NA	1967	Palu Tõrva Valgamaa	2013	Valgamaa
2238713	29900	3	75	NA	1970	Metsajärve Alasoo Alatskivi vald Tartumaa	2013	Tartumaa
2238735	49000	3	78.4	Uus	2013	Teeveere Rannaküla Valjala vald Saaremaa	2013	Saaremaa
2238740	95000	5	175.5	Valmis	1988	Võsa Rapla Rapla vald Raplamaa	2013	Raplamaa
2238741	25000	4	108	NA	1922	Valga mnt. Tihemetsa Saarde vald Pärnumaa	2013	Pärnumaa
2238877	185000	5	167.8	Valmis	2005	K.Veeberi 12 Ihaste Tartu Tartumaa	2013	Tartumaa
2238879	38000	7	141.6	Vajab renoveerimist	1940	Tallinna mnt. 17 Virtsu Hanila vald Läänemaa	2013	Läänemaa
2239075	79890	5	135.7	Valmis	2008	Nooruse Kehtna Kehtna vald Raplamaa	2013	Raplamaa
2239076	99900	5	133	Valmis	2007	Kuuse Kehtna Kehtna vald Raplamaa	2013	Raplamaa
2239077	48000	4	102.1	Valmis	1918	Sipa tn Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa
2239079	65000	3	159.1	Valmis	1930	Vahakõnnu Raikküla vald Raplamaa	2013	Raplamaa
2239187	135000	6	170.4	NA	1974	Roosi 7  Ülejõe Tartu Tartumaa	2013	Tartumaa
2239271	9750	4	NA	Vajab renoveerimist	1975	Mari Ervita Koeru vald Järvamaa	2013	Järvamaa
2239284	25000	4	NA	Vajab renoveerimist	1923	Tööstuse 5 Paide Järvamaa	2013	Järvamaa
2239285	26000	3	63.4	Vajab renoveerimist	1940	Lootuse Aa Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2239289	49000	5	91.1	Uus	2006	Õuna 6 Tapa Tapa vald Lääne-Virumaa	2013	Lääne-Virumaa
2239297	140000	5	166	Valmis	1976	Kalevi pst 56 Pärnu Pärnumaa	2013	Pärnumaa
2239300	18800	3	60	Vajab renoveerimist	1927	Undi Väheru Karula vald Valgamaa	2013	Valgamaa
2239301	57000	6	190	Vajab renoveerimist	1980	Kuuse 15 Elva Tartumaa	2013	Tartumaa
2239312	38000	3	196	Renoveeritud	1926	Uuelepiku . Jädivere Vigala vald Raplamaa	2013	Raplamaa
2239315	79900	6	268.2	NA	1995	Toominga Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa
2239326	28000	2	65	Valmis	1939	Männametsa Lepaküla Tahkuranna vald Pärnumaa	2013	Pärnumaa
2239512	33000	5	135	Vajab san. remonti	1971	Lutsu 3a Türi Türi vald Järvamaa	2013	Järvamaa
2239526	150000	NA	433.8	Vajab renoveerimist	1901	Vesiveski Vana-Vastseliina Vastseliina vald Võrumaa	2013	Võrumaa
2239527	118000	6	249	Valmis	2005	Kallaku Uusküla Rapla vald Raplamaa	2013	Raplamaa
2239532	55000	4	126.3	Valmis	1960	Märja . Kükita Kasepää vald Jõgevamaa	2013	Jõgevamaa
2239538	450000	11	313	Renoveeritud	1936	Mere pst. 3 Pärnu Pärnumaa	2013	Pärnumaa
2239584	65280	8	232	Renoveeritud	1994	Aasa 10 Avinurme Avinurme vald Ida-Virumaa	2013	Ida-Virumaa
2239602	175000	6	245.7	Valmis	1994	Pikk Sindi Pärnumaa	2013	Pärnumaa
2239609	15750	4	102.1	Vajab renoveerimist	1920	Mäe 32 Valga Valgamaa	2013	Valgamaa
2239610	10999	3	53.1	Vajab renoveerimist	1960	Õnne 9 Kukruse Kohtla-Järve Ida-Virumaa	2013	Ida-Virumaa
2239613	95000	3	95.1	Valmis	1925	Poolsaare Sõtke Vaivara vald Ida-Virumaa	2013	Ida-Virumaa
2239787	63000	4	214.4	Valmis	1981	Rohu Türi Türi vald Järvamaa	2013	Järvamaa
2239796	19500	4	101.1	Vajab renoveerimist	1966	Kopli tn Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2239804	12000	13	270.9	Vajab renoveerimist	1970	Aravete Ambla vald Järvamaa	2013	Järvamaa
2239823	169000	4	136.3	Uus	2013	Paruni  25 Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa
2239832	150000	5	77.3	Renoveeritud	1960	Männiallee Jabara Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2239833	129000	4	85	Valmis	2001	Kivimänni Puhkova Vaivara vald Ida-Virumaa	2013	Ida-Virumaa
2239834	28500	3	167.5	Vajab renoveerimist	1927	Sõpruse Tiheda Kasepää vald Jõgevamaa	2013	Jõgevamaa
2239837	185000	4	113	Uus	2013	Arkma Türi vald Järvamaa	2013	Järvamaa
2239839	98000	5	379	Valmis	1920	Künka Kunda jõe kaldal Rahkla Sõmeru vald Lääne-Virumaa	2013	Lääne-Virumaa
2239842	28000	3	192	Valmis	1920	Metsanurga Aruküla Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2239844	25875	5	105	Valmis	1930	Metsa - Karste Kanepi vald Põlvamaa	2013	Põlvamaa
2239846	15000	3	87	Vajab renoveerimist	1870	Teeveere Magari Kanepi vald Põlvamaa	2013	Põlvamaa
2239847	199000	3	184.3	Renoveeritud	1932	 Lindi Audru vald Pärnumaa	2013	Pärnumaa
2239919	23800	6	113.4	Vajab renoveerimist	1926	Koidula 47 Türi vald Järvamaa	2013	Järvamaa
2239946	108300	NA	46.8	Valmis	2008	Maarjakase Kuku Rapla vald Raplamaa	2013	Raplamaa
2239950	18000	1	20	NA	1990	Suure-Rootsi Pihtla vald Saaremaa	2013	Saaremaa
2239973	225000	6	220	Renoveeritud	2002	Sinika 17 Variku Tartu Tartumaa	2013	Tartumaa
2240004	39000	3	142.1	Vajab renoveerimist	1985	Tähetorni Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2240031	24000	3	105	Vajab san. remonti	1973	Valga mnt. Kobela Antsla vald Võrumaa	2013	Võrumaa
2240033	89000	5	233	NA	2002	Roosna Ummaru Raikküla vald Raplamaa	2013	Raplamaa
2240038	5000	NA	246.7	Vajab renoveerimist	1920	Rehe Rutikvere Koigi vald Järvamaa	2013	Järvamaa
