ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress.x	Aasta	Maakond	Täisaadress	Objekti.liik	Tase1.kood	Tase1.nimetus	Tase2.kood	Tase2.nimetus	Tase3.kood	Tase3.nimetus	Tase4.kood	Tase4.nimetus	Tase5.kood	Tase5.nimetus	Tase6.kood	Tase6.nimetus	Tase7.kood	Tase7.nimetus	Tase8.kood	Tase8.nimetus	Koodaadress	ADR.ID	L.Est.X	L.Est.Y	N	E	N..dms.	E..dms.
1911313	29000	4	156	Keskmine	1943	Parkali 18 Simuna Väike-Maarja vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Väike-Maarja vald, Simuna alevik, Parkali tn 18	3	60	Lääne-Viru maakond	928	Väike-Maarja vald	7603	Simuna alevik			073V	Parkali tn			0GOV	18			6092876030000073V00000GOV00000000	3265219	6548028	637819	59,04888	26,40191	59°2'55.96"	26°24'6.87"
1912938	69000	3	100	Renoveeritud	1918	Köödre Ristivälja Käina vald Hiiumaa	2013	Hiiumaa																										
1913495	83000	5	153	Keskmine	1973	Lille tn 9 Otepää Otepää vald Valgamaa	2013	Valgamaa	Valga maakond, Otepää vald, Otepää linn, Lille tn 9	3	81	Valga maakond	557	Otepää vald	5755	Otepää linn			0RA6	Lille tn			AGK6	9			81557575500000RA60000AGK600000000	2995289	6438060	647222	58,05915	26,4944	58°3'32.92"	26°29'39.83"
1915889	44500	5	120	Keskmine	1976	Oru-Põik 6 Antsla Antsla Antsla vald Võrumaa	2013	Võrumaa	Võru maakond, Antsla vald, Antsla linn, Oru põik 6	3	87	Võru maakond	142	Antsla vald	1301	Antsla linn			05V7	Oru põik			3L5C	6			871421301000005V700003L5C00000000	3234099	6413014	650657	57,83327	26,5365	57°49'59.78"	26°32'11.41"
1918780	53000	3	NA	Uus	2008	Viljandi mnt 13A Hagudi alevik Rapla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald, Hagudi alevik, Viljandi mnt 13a	3	71	Rapla maakond	668	Rapla vald	1716	Hagudi alevik			06AW	Viljandi mnt			3FQI	13a			716681716000006AW00003FQI00000000	3173156	6547667	546970	59,06522	24,81883	59°3'54.78"	24°49'7.77"
1919382	17000	5	148	Vajab san. remonti	1960	Veriora Veriora vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Veriora alevik	1	64	Põlva maakond	708	Räpina vald	9223	Veriora alevik											647089223000000000000000000000000	3158475	6434153	698239	58,00414	27,35422	58°0'14.89"	27°21'15.19"
1920054	225000	6	300	Uus	2005	Looduse 4a Pajusti Rakvere Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond	1	60	Lääne-Viru maakond	000														600000000000000000000000000000000	2674736	6581207	634272	59,34767	26,36048	59°20'51.61"	26°21'37.74"
1920121	99000	5	248	Renoveeritud	1987	Lehise Haapsalu Läänemaa	2013	Läänemaa	Lääne maakond, Haapsalu linn, Haapsalu linn, Lehise tn	2	56	Lääne maakond	184	Haapsalu linn	1692	Haapsalu linn			0RVB	Lehise tn							56184169200000RVB0000000000000000	2659102	6533310	474709	58,93816	23,56073	58°56'17.37"	23°33'38.62"
1922693	55000	3	65	Vajab san. remonti	1964	Rahu Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Rahu tn	2	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S64	Rahu tn							79171158600000S640000000000000000	2997750	6455918	643147	58,22072	26,4364	58°13'14.59"	26°26'11.05"
1923042	159000	5	191	Uus	2005	Nõmmeringi  Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Vahi alevik, Nõmmeringi tn	2	79	Tartu maakond	796	Tartu vald	8850	Vahi alevik			08K1	Nõmmeringi tn							797968850000008K10000000000000000	2841607	6478880	657401	58,42184	26,69445	58°25'18.62"	26°41'40.03"
1924783	165000	7	219.9	Valmis	1948	Räni Tammelinn Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Räni põik 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SP6	Räni põik			BGPB	1			79793815100000SP60000BGPB00000000	3074504	6472488	658616	58,36406	26,71081	58°21'50.60"	26°42'38.91"
1926854	39900	4	174	Keskmine	1949	Pärnu mnt 46 Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa	Rapla maakond, Märjamaa vald, Märjamaa alev, Pärnu mnt 46	3	71	Rapla maakond	502	Märjamaa vald	5280	Märjamaa alev			029J	Pärnu mnt			11HK	46			7150252800000029J000011HK00000000	3549919	6529779	524739	58,90649	24,42929	58°54'23.37"	24°25'45.46"
1927028	160000	6	417	Uus	2000	Variku Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Variku tn	2	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SNG	Variku tn							79793815100000SNG0000000000000000	3038863	6471023	658329	58,35102	26,7049	58°21'3.66"	26°42'17.64"
1928188	85000	5	157	Keskmine	1964	Kauge Viljandi Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi linn, Kauge tn	2	84	Viljandi maakond	897	Viljandi linn					05B3	Kauge tn							848970000000005B30000000000000000	108224	6471721	592632	58,37613	25,58337	58°22'34.08"	25°35'0.15"
1928336	26000	3	NA	Keskmine	1955	Pikk 12 Ambla Ambla vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Ambla alevik, Pikk tn 12	3	52	Järva maakond	255	Järva vald	1250	Ambla alevik			065I	Pikk tn			1J9N	12			5225512500000065I00001J9N00000000	2575833	6562975	605038	59,19229	25,83807	59°11'32.26"	25°50'17.04"
1928584	159000	5	167.8	Valmis	2003	Lepiku tee Veeriku Tartu Tartumaa	2013	Tartumaa	Tartu maakond	1	79	Tartu maakond	000														790000000000000000000000000000000	2822791	6472971	660202	58,36781	26,73822	58°22'4.12"	26°44'17.59"
1930317	169000	4	142.2	Uus	2010	Tamme Tila Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Tila küla, Tamme	3	79	Tartu maakond	796	Tartu vald	8235	Tila küla					4UGZ	Tamme					797968235000000004UGZ000000000000	2868357	6479520	660405	58,42649	26,74627	58°25'35.35"	26°44'46.56"
1930700	130000	6	164	NA	1956	Pihlaka Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Pihlaka tn	2	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SZZ	Pihlaka tn							79793815100000SZZ0000000000000000	3039826	6471309	659102	58,3533	26,71829	58°21'11.89"	26°43'5.84"
1933000	98000	6	248	Keskmine	1974	Ploomi Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Ploomi tn	2	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S6O	Ploomi tn							79171158600000S6O0000000000000000	2997793	6457003	642179	58,23077	26,42061	58°13'50.77"	26°25'14.18"
1933900	3580	NA	NA	NA	2013	Palkmaja Muhu vald Saaremaa	2013	Saaremaa	Saare maakond, Muhu vald	1	74	Saare maakond	478	Muhu vald													744780000000000000000000000000000	100173	6496114	455584	58,60269	23,23593	58°36'9.67"	23°14'9.35"
1933934	147000	5	370	Renoveeritud	1992	Laane 4 Elva Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Laane tn 4	3	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S8C	Laane tn			B44U	4			79171158600000S8C0000B44U00000000	3011687	6456083	640535	58,22304	26,39208	58°13'22.96"	26°23'31.50"
1940132	79900	4	224	San. remont tehtud	1978	Rõugu 7b Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Rõugu tn 7b	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SKZ	Rõugu tn			BLK2	7b			68624661900000SKZ0000BLK200000000	3102024	6472646	527929	58,39336	24,47759	58°23'36.10"	24°28'39.32"
1940607	82000	4	NA	Renoveeritud	1986	Allikoja Külitse Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond	1	79	Tartu maakond	000														790000000000000000000000000000000	2822791	6472971	660202	58,36781	26,73822	58°22'4.12"	26°44'17.59"
1940673	99000	5	197	NA	2003	Märteni Purila Rapla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald, Purila küla, Märteni	3	71	Rapla maakond	668	Rapla vald	6443	Purila küla					5PSD	Märteni					716686443000000005PSD000000000000	3187476	6549034	549499	59,0772	24,86322	59°4'37.94"	24°51'47.58"
1940738	46000	4	NA	Keskmine	1959	Järve 14 Abja-Paluoja Abja vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Mulgi vald, Abja-Paluoja linn, Järve tn 14	3	84	Viljandi maakond	480	Mulgi vald	1060	Abja-Paluoja linn			05U9	Järve tn			2N57	14			844801060000005U900002N5700000000	3236161	6443898	579902	58,12889	25,35623	58°7'44.00"	25°21'22.42"
1942946	29000	4	NA	Keskmine	1927	Sõreste Kanepi vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Sõreste küla	1	64	Põlva maakond	284	Kanepi vald	7897	Sõreste küla											642847897000000000000000000000000	3133010	6430690	672886	57,98372	26,92328	57°59'1.41"	26°55'23.80"
1944165	90500	4	189	Renoveeritud	1986	Külitse Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Külitse alevik	1	79	Tartu maakond	283	Kambja vald	3986	Külitse alevik											792833986000000000000000000000000	2822802	6467825	653803	58,32394	26,62552	58°19'26.19"	26°37'31.87"
1944246	95000	5	153.2	NA	1965	Soo 8A Vana-Pärnu Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Soo tn 8a	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SLG	Soo tn			BH8U	8a			68624661900000SLG0000BH8U00000000	3075839	6471941	527384	58,38707	24,46819	58°23'13.44"	24°28'5.47"
1944585	85000	5	130	Vajab san. remonti	1959	Järve 4 Tõrva Valgamaa	2013	Valgamaa	Valga maakond, Tõrva vald, Tõrva linn, Järve tn 4	3	81	Valga maakond	824	Tõrva vald	8529	Tõrva linn			0SFG	Järve tn			B2HH	4			81824852900000SFG0000B2HH00000000	3008317	6430227	614381	57,99859	25,9345	57°59'54.91"	25°56'4.19"
1944972	122000	4	169	Uus	2004	Nõmmeringi Vahi Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Vahi alevik, Nõmmeringi tn 1	3	79	Tartu maakond	796	Tartu vald	8850	Vahi alevik			08K1	Nõmmeringi tn			2MIP	1			797968850000008K100002MIP00000000	2845591	6478816	657579	58,4212	26,69745	58°25'16.32"	26°41'50.82"
1945458	65000	3	NA	Renoveeritud	1936	Remmelga 14 Valtu Kaerepere Kehtna vald Raplamaa	2013	Raplamaa	Rapla maakond, Kehtna vald	1	71	Rapla maakond	293	Kehtna vald													712930000000000000000000000000000	3158009	6515770	547275	58,77885	24,81737	58°46'43.84"	24°49'2.52"
1945934	155000	7	282	Renoveeritud	1992	Pikk 3 Võiste Tahkuranna vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Võiste alevik, Pikk tn 3	3	68	Pärnu maakond	214	Häädemeeste vald	9539	Võiste alevik			01X6	Pikk tn			6WTC	3			682149539000001X600006WTC00000000	2937699	6452104	528316	58,20891	24,48168	58°12'32.06"	24°28'54.06"
1947280	89000	6	310	San. remont tehtud	1990	pikk 23 Tõrva Valgamaa	2013	Valgamaa	Valga maakond, Tõrva vald, Tõrva linn, Pikk tn 23	3	81	Valga maakond	824	Tõrva vald	8529	Tõrva linn			0S7U	Pikk tn			B2OT	23			81824852900000S7U0000B2OT00000000	3008766	6430802	614032	58,00384	25,92888	58°0'13.82"	25°55'43.96"
1947504	87000	5	165	Keskmine	1973	Tartu mnt Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Tartu mnt 1	3	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S83	Tartu mnt			B2MW	1			79171158600000S830000B2MW00000000	3008676	6456015	641448	58,22214	26,40757	58°13'19.70"	26°24'27.25"
1948471	83000	5	153	NA	1967	Otepää Lille tn 9 Tartu Tartumaa	2013	Tartumaa	Tartu maakond	1	79	Tartu maakond	000														790000000000000000000000000000000	2822791	6472971	660202	58,36781	26,73822	58°22'4.12"	26°44'17.59"
1948716	115000	4	NA	Renoveeritud	2003	Kaare 12 Põltsamaa Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Kaare tn 12	3	50	Jõgeva maakond	618	Põltsamaa vald	6537	Põltsamaa linn			0TC0	Kaare tn			BRYX	12			50618653700000TC00000BRYX00000000	3383572	6503143	615626	58,65265	25,99216	58°39'9.54"	25°59'31.76"
1949449	44900	3	130	Vajab renoveerimist	1935	haanja mnt Rõuge Rõuge vald Võrumaa	2013	Võrumaa	Võru maakond, Rõuge vald, Rõuge alevik, Haanja mnt 1	3	87	Võru maakond	698	Rõuge vald	7181	Rõuge alevik			0714	Haanja mnt			5WIV	1			8769871810000071400005WIV00000000	3371840	6402458	673781	57,73014	26,91764	57°43'48.50"	26°55'3.51"
1950541	17000	4	138	Keskmine	1930	Vassevere Saare vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Vassevere küla	1	50	Jõgeva maakond	486	Mustvee vald	9116	Vassevere küla											504869116000000000000000000000000	3335052	6512811	660291	58,72517	26,76782	58°43'30.61"	26°46'4.16"
1950782	80000	5	280	Keskmine	1980	Martna Martna vald Läänemaa	2013	Läänemaa	Lääne maakond, Lääne-Nigula vald, Martna küla	1	56	Lääne maakond	441	Lääne-Nigula vald	4796	Martna küla											564414796000000000000000000000000	2908750	6523846	487898	58,85377	23,79031	58°51'13.56"	23°47'25.13"
1951847	102000	6	180	Vajab renoveerimist	1960	Ehitaja 22   Maarjamõisa Tartu Tartumaa	2013	Tartumaa	Tartu maakond	1	79	Tartu maakond	000														790000000000000000000000000000000	2822791	6472971	660202	58,36781	26,73822	58°22'4.12"	26°44'17.59"
1952457	17400	12	288	Vajab san. remonti	1924	Posti 5 Käru Käru vald Raplamaa	2013	Raplamaa	Järva maakond, Türi vald, Käru alevik, Posti tn 5	3	52	Järva maakond	834	Türi vald	3931	Käru alevik			0UES	Posti tn			CIJQ	5			52834393100000UES0000CIJQ00000000	3528658	6521919	566099	58,83157	25,14459	58°49'53.66"	25°8'40.51"
1952731	215000	7	303.6	Valmis	2001	H. Mugasto Ihaste Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, H. Mugasto tn 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SM6	H. Mugasto tn			BLWV	1			79793815100000SM60000BLWV00000000	3105997	6471941	663026	58,35753	26,7857	58°21'27.10"	26°47'8.53"
1952766	35000	3	18400	Vajab san. remonti	1991	Nirgi Kasevälja Iisaku vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Alutaguse vald, Kasevälja küla, Nirgi	3	45	Ida-Viru maakond	130	Alutaguse vald	2802	Kasevälja küla					0OXC	Nirgi					451302802000000000OXC000000000000	3237957	6554183	690651	59,08384	27,32668	59°5'1.82"	27°19'36.06"
1953240	60000	8	NA	Vajab renoveerimist	1964	Vainu talu Tõravere Nõo vald Tartumaa	2013	Tartumaa	Tartu maakond, Nõo vald, Tõravere alevik, Vainu	3	79	Tartu maakond	528	Nõo vald	8512	Tõravere alevik					46ZJ	Vainu					7952885120000000046ZJ000000000000	3305067	6460787	645780	58,26354	26,48424	58°15'48.74"	26°29'3.28"
1953249	39000	3	46.9	San. remont tehtud	1964	Säre küla Saare talu Antsla Antsla vald Võrumaa	2013	Võrumaa	Võru maakond, Antsla vald, Säre küla, Saare	3	87	Võru maakond	142	Antsla vald	7933	Säre küla					1D1W	Saare					871427933000000001D1W000000000000	3229928	6413119	652904	57,83345	26,57437	57°50'0.41"	26°34'27.72"
1954991	2000	2	32	Vajab renoveerimist	1913	Luguse Käina vald Hiiumaa	2013	Hiiumaa	Hiiu maakond, Hiiumaa vald, Luguse küla, Käina alajaam	3	39	Hiiu maakond	205	Hiiumaa vald	4537	Luguse küla					9E3G	Käina alajaam					392054537000000009E3G000000000000	2946869	6519682	426860	58,81036	22,73425	58°48'37.29"	22°44'3.30"
1955588	50000	6	320	Vajab san. remonti	1936	Taakli Salutaguse Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald, Salutaguse küla, Taakli	3	71	Rapla maakond	317	Kohila vald	7402	Salutaguse küla					75XM	Taakli					7131774020000000075XM000000000000	3314961	6558768	546088	59,16496	24,80578	59°9'53.87"	24°48'20.79"
1955989	180000	5	200	Renoveeritud	2002	Kopli maja Ummaru Raikküla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald, Raikküla	1	71	Rapla maakond	668	Rapla vald	6758	Raikküla											716686758000000000000000000000000	3158250	6533426	543374	58,93776	24,75335	58°56'15.92"	24°45'12.07"
1957837	28000	3	64	Keskmine	1958	Napi Misso vald Võrumaa	2013	Võrumaa	Võru maakond, Setomaa vald, Napi küla	1	87	Võru maakond	732	Setomaa vald	5354	Napi küla											877325354000000000000000000000000	3335300	6393415	698797	57,63858	27,32946	57°38'18.89"	27°19'46.06"
1959109	84500	4	177.6	Uus	2006	Pihlaka 56 Audru Audru vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Audru alevik, Pihlaka tn 56	3	68	Pärnu maakond	624	Pärnu linn	1458	Audru alevik			027G	Pihlaka tn			3YTS	56			6862414580000027G00003YTS00000000	3028783	6474909	517375	58,41423	24,29729	58°24'51.22"	24°17'50.24"
1959671	35000	3	NA	Vajab renoveerimist	1931	Kase Kambja Kambja vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Kambja alevik, Kase tn 1	3	79	Tartu maakond	283	Kambja vald	2641	Kambja alevik			06F5	Kase tn			5O5D	1			792832641000006F500005O5D00000000	2827279	6457965	658500	58,23381	26,69885	58°14'1.71"	26°41'55.85"
1962077	57500	5	230	San. remont tehtud	1976	Tallinna mnt 8 Põltsamaa Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Adavere alevik, Tallinna mnt 8	3	50	Jõgeva maakond	618	Põltsamaa vald	1076	Adavere alevik			0647	Tallinna mnt			9XN5	8			5061810760000064700009XN500000000	3365971	6508887	610108	58,70563	25,89994	58°42'20.28"	25°53'59.78"
1963774	55000	NA	NA	NA	1982	J. Hurda tee Himmaste Põlva vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Põlva vald, Himmaste küla, J. Hurda tee 1	3	64	Põlva maakond	622	Põlva vald	1846	Himmaste küla			0OEV	J. Hurda tee			8OLN	1			64622184600000OEV00008OLN00000000	3167253	6442547	681586	58,08658	27,07938	58°5'11.69"	27°4'45.76"
1964164	27000	2	NA	Renoveeritud	1964	holopi Umbsaare Võru vald Võrumaa	2013	Võrumaa	Võru maakond, Võru vald, Umbsaare küla, Holopi-Risti	3	87	Võru maakond	917	Võru vald	8669	Umbsaare küla					A26J	Holopi-Risti					87917866900000000A26J000000000000	3245685	6413178	685787	57,82143	27,12731	57°49'17.15"	27°7'38.33"
1964418	12000	2	34	Vajab renoveerimist	1961	Koidu 14 Kadrina Kadrina vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Kadrina vald, Kadrina alevik, Koidu tn 14	3	60	Lääne-Viru maakond	272	Kadrina vald	2490	Kadrina alevik			06E7	Koidu tn			374N	14			602722490000006E70000374N00000000	2806875	6579980	621737	59,34043	26,13959	59°20'25.56"	26°8'22.52"
1964817	105000	3	83	Uus	2006	Linnu tee 11 Õssu Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Õssu küla, Linnu tee 11	3	79	Tartu maakond	283	Kambja vald	9717	Õssu küla			0D8P	Linnu tee			3RB3	11			79283971700000D8P00003RB300000000	2848735	6472481	655469	58,36512	26,65708	58°21'54.44"	26°39'25.48"
1964823	64000	5	249	Keskmine	1986	Valgjärve Valgjärve vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Valgjärve küla	1	64	Põlva maakond	284	Kanepi vald	8932	Valgjärve küla											642848932000000000000000000000000	3133014	6441664	656595	58,08825	26,65546	58°5'17.70"	26°39'19.66"
1965595	99800	4	NA	Uus	2013	Mesika elamurajoon Kohila Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald	1	71	Rapla maakond	317	Kohila vald													713170000000000000000000000000000	3302051	6558896	543056	59,16643	24,7528	59°9'59.14"	24°45'10.06"
1968902	140000	5	196	Uus	2006	Vilimeeste Tarvastu vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Vilimeeste küla	1	84	Viljandi maakond	899	Viljandi vald	9331	Vilimeeste küla											848999331000000000000000000000000	3133141	6457396	604655	58,24485	25,78229	58°14'41.46"	25°46'56.24"
1972549	40000	3	NA	Renoveeritud	1910	Sandra kinnistu Veia Saare vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Saare tn	2	50	Jõgeva maakond	618	Põltsamaa vald	6537	Põltsamaa linn			0TB3	Saare tn							50618653700000TB30000000000000000	3357447	6502755	614086	58,64957	25,96544	58°38'58.47"	25°57'55.59"
1975010	44738	4	64.7	Uus	2005	 Jäneda Tapa vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Tapa vald, Jäneda küla	1	60	Lääne-Viru maakond	792	Tapa vald	2318	Jäneda küla											607922318000000000000000000000000	2738266	6569087	596042	59,24926	25,6834	59°14'57.34"	25°41'0.23"
1978370	69999	4	105.4	Renoveeritud	2007	Tervishoiu Veeriku Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Tervishoiu tn 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SNE	Tervishoiu tn			B72I	1			79793815100000SNE0000B72I00000000	3042790	6473607	658056	58,3743	26,70202	58°22'27.47"	26°42'7.26"
1982385	40000	5	139	Keskmine	1934	  Kaldemäe Vooreküla Vastse-Kuuste vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Põlva vald, Vooreküla, Kaldemäe	3	64	Põlva maakond	622	Põlva vald	9470	Vooreküla					D3QQ	Kaldemäe					64622947000000000D3QQ000000000000	3182891	6452268	670169	58,17834	26,89312	58°10'42.01"	26°53'35.23"
1983407	25000	4	NA	Keskmine	1936	Silveri talu Ohtja Mustjala vald Saaremaa	2013	Saaremaa	Saare maakond	1	74	Saare maakond	000														740000000000000000000000000000000	100009	6457965	411216	58,25346	22,48768	58°15'12.44"	22°29'15.64"
1984099	59000	4	200	San. remont tehtud	1897	Urgesauna Urge Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald, Urge küla, Urgesauna	3	71	Rapla maakond	317	Kohila vald	8721	Urge küla					69UD	Urgesauna					7131787210000000069UD000000000000	3306337	6560333	544374	59,17919	24,77613	59°10'45.09"	24°46'34.06"
1984377	40000	2	NA	Renoveeritud	1955	Lille 9 Järve Kohtla-Järve Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Lille tn 9	3	45	Ida-Viru maakond	321	Kohtla-Järve linn	0265	Järve linnaosa			086Y	Lille tn			11QX	9			4532102650000086Y000011QX00000000	2762262	6587288	685026	59,38314	27,25671	59°22'59.29"	27°15'24.16"
1984605	159000	6	210	Renoveeritud	1962	Ehitaja Tammelinn Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Ehitaja tn 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SIQ	Ehitaja tn			BAE5	1			79793815100000SIQ0000BAE500000000	3051799	6472750	657975	58,36664	26,70005	58°21'59.90"	26°42'0.16"
1984989	48000	3	141	Vajab san. remonti	1965	Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn	1	87	Võru maakond	919	Võru linn													879190000000000000000000000000000	3221213	6415713	677886	57,84741	26,9964	57°50'50.66"	26°59'47.06"
