id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_MNIMI	Added geom info_MKOOD	Added geom info_xcoord	Added geom info_ycoord
"6723"	"1882"	"1"	"29"	"8"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"363"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6762"	"1883"	"6"	"25"	"13"	Määratlemata	Järva	Ambla	Ambla	"233"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6829"	"1884"	"4"	"28"	"8"	Määratlemata	Järva	Ambla	Ambla	"244"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"8196"	"1830"	"12"	"20"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"113"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6688"	"1888"	"2"	"16"	"29"	Laenud ja võlanõuded	Võru	Räpina	Kahkva	"1802"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"13041"	"1876"	"8"	"13"		Kahjutasu	Tartu	Kodavere	Alatskivi	"396"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"9568"	"1868"	"6"	"3"		NULL	Harju	Kose	Triigi	"206"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"3347"	"1858"	"1"	"3"	"2"	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Torma	Avinurme	"528"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"8197"	"1830"	"12"	"20"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"170"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"8614"	"1881"	"4"	"25"	"9"	Määratlemata	Harju	Juuru	Kaiu	"358"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6747"	"1883"	"4"	"2"	"8"	Määratlemata	Järva	Ambla	Ambla	"279"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6255"	"1883"	"2"	"18"	"22"	NULL	Võru	Rõuge	Pindi	"1212"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6697"	"1883"	"8"	"25"	"20"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Järva	Türi	Särevere	"1034"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6763"	"1828"	"7"	"27"		Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"113"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"7219"	"1867"	"2"	"14"		Muud üleastumised	Harju	Hageri	Kohila	"390"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"3348"	"1858"	"1"	"3"	"3"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"100"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"8198"	"1830"	"12"	"20"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"160"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6708"	"1883"	"9"	"2"	"22"	Kahjutasu	Järva	Türi	Särevere	"823"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"11461"	"1871"	"4"	"1"	"13"	"Perekonna- ja pärimisasjad; Laenud ja võlanõuded"	Harju	Kose	Triigi	"672"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"7220"	"1868"	"5"	"25"	"4"	Varavastased kuriteod	Harju	Hageri	Kohila	"641"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"3349"	"1858"	"2"	"6"	"4"	Muud üleastumised	Tartu	Torma	Avinurme	"284"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6725"	"1882"	"1"	"29"	"9"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"400"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6764"	"1883"	"10"	"21"	"21"	Määratlemata	Järva	Ambla	Ambla	"231"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13562"	"1881"	"12"	"11"		Sõim ja vägivald	Tartu	Võnnu	Ahja	"911"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6709"	"1883"	"10"	"3"	"23"	Kahjutasu	Järva	Türi	Särevere	"1668"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6711"	"1859"	"9"	"16"	"30"	Sõim ja vägivald	Võru	Urvaste	Urvaste	"807"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6713"	"1882"	"3"	"19"		Varavastased kuriteod	Võru	Rõuge	Pindi	"557"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"3357"	"1858"	"2"	"6"	"8"	Varavastased kuriteod	Tartu	Torma	Avinurme	"142"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7221"	"1868"	"9"	"27"	"5"	Muud üleastumised	Harju	Hageri	Kohila	"148"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6720"	"1882"	"1"	"29"	"4"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"584"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6748"	"1883"	"4"	"22"	"9"	Määratlemata	Järva	Ambla	Ambla	"280"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6717"	"1886"	"2"	"19"		Laenud ja võlanõuded	Viljandi	Suure-Jaani	Lahmuse	"1089"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6726"	"1882"	"1"	"29"	"10"	Laenud ja võlanõuded	Võru	Rõuge	Pindi	"369"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6765"	"1828"	"8"	"3"		Sõim ja vägivald	Viljandi	Paistu	Holstre	"120"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"9244"	"1885"	"5"	"22"		"Sõim ja vägivald; Töö- ja teenistussuhted"	Järva	Türi	Särevere	"4457"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7222"	"1868"	"9"	"27"	"6"	Varavastased kuriteod	Harju	Hageri	Kohila	"302"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6038"	"1882"	"1"	"29"	"174"	Määratlemata	Võru	Rõuge	Pindi	"309"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"22391"	"1868"	"4"	"16"	"2"	Sõim ja vägivald	Lääne	Pühalepa	Kärdla	"265"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6759"	"1881"	"4"	"18"	"9"	Laenud ja võlanõuded	Lääne	Kullamaa	Piirsalu	"803"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6804"	"1866"	"6"	"2"		Perekonna- ja pärimisasjad	Viljandi	Põltsamaa	Pajusi	"371"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6524"	"1888"	"1"	"4"	"5"	"Sõim ja vägivald; Kahjutasu"	Võru	Räpina	Kahkva	"581"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6995"	"1885"	"5"	"18"	"10"	Määratlemata	Järva	Ambla	Ambla	"243"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6728"	"1882"	"1"	"29"	"12"	"Kahjutasu; Varavastased kuriteod; Muud üleastumised"	Võru	Rõuge	Pindi	"427"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6596"	"1883"	"1"	"8"	"1"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"958"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7337"	"1886"	"11"	"1"	"36"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"767"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7223"	"1868"	"9"	"27"	"7"	Varavastased kuriteod	Harju	Hageri	Kohila	"325"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"7023"	"1921"	"1"	"11"	"1"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1522"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"3358"	"1858"	"2"	"6"	"9"	Varavastased kuriteod	Tartu	Torma	Avinurme	"134"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6731"	"1883"	"1"	"22"	"2"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"1061"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6750"	"1828"	"7"	"27"		Sõim ja vägivald	Viljandi	Paistu	Holstre	"114"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"7218"	"1915"	"4"	"16"	"4"	Töö- ja teenistussuhted	Saare	Pöide	Laimjala	"2950"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6729"	"1873"	"8"	"8"		"Töö- ja teenistussuhted; Varavastased kuriteod"	Võru	Kanepi	Krootuse	"1652"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6766"	"1883"	"11"	"5"	"22"	Määratlemata	Järva	Ambla	Ambla	"232"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6927"	"1888"	"2"	"29"	"42"	Muud üleastumised	Võru	Räpina	Kahkva	"161"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6735"	"1883"	"2"	"5"	"3"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"988"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"9095"	"1881"	"10"	"27"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"136"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2409"	"1855"	"7"	"15"	"20"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"496"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6738"	"1886"	"11"	"25"	"6"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"850"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"10104"	"1880"	"1"	"30"	"385"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"205"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3369"	"1858"	"2"	"7"	"14"	NULL	Tartu	Torma	Avinurme	"281"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7395"	"1869"	"5"	"19"	"15"	Laenud ja võlanõuded	Harju	Jõelähtme	Jõelähtme	"218"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"9260"	"1836"	"5"	"2"		Töö- ja teenistussuhted	Viljandi	Paistu	Holstre	"482"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6741"	"1883"	"2"	"19"	"5"	Varavastased kuriteod	Järva	Ambla	Ambla	"684"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6737"	"1883"	"2"	"19"	"4"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"1527"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6724"	"1885"	"6"	"7"	"51"	Perekonna- ja pärimisasjad	Võru	Vastseliina	Misso	"892"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"2431"	"1855"	"10"	"11"	"23"	Varalised tehingud	Tartu	Torma	Avinurme	"425"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6742"	"1887"	"1"	"13"	"1"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"582"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"6751"	"1881"	"2"	"28"	"5"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6801"	"1884"	"3"	"24"	"6"	Määratlemata	Järva	Ambla	Ambla	"231"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"8382"	"1871"	"2"	"26"	"12"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Võnnu	Ahja	"383"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6811"	"1881"	"6"	"22"	"15"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6661"	"1826"	"8"	"21"		"Sõim ja vägivald; Kahjutasu; Töö- ja teenistussuhted"	Tartu	Rõngu	Aakre	"2709"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6767"	"1828"	"8"	"10"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Paistu	Holstre	"24"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"3339"	"1881"	"1"	"31"	"1"	Perekonna- ja pärimisasjad	Lääne	Kullamaa	Piirsalu	"1607"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6749"	"1881"	"2"	"14"	"4"	Määratlemata	Lääne	Kullamaa	Piirsalu	"321"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"2435"	"1855"	"10"	"11"	"24"	Muud üleastumised	Tartu	Torma	Avinurme	"198"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"10292"	"1870"	"3"	"18"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"1229"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"3386"	"1858"	"2"	"7"	"14"	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Torma	Avinurme	"915"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6752"	"1881"	"3"	"14"	"6"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7336"	"1829"	"12"	"7"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"245"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"2437"	"1855"	"10"	"11"	"25"	Varavastased kuriteod	Tartu	Torma	Avinurme	"340"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3930"	"1858"	"2"	"27"	"15"	Määratlemata	Tartu	Torma	Avinurme	"256"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"11459"	"1878"	"4"	"26"	"5"	Perekonna- ja pärimisasjad	Harju	Hageri	Kohila	"948"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12518"	"1877"	"9"	"19"	"180"	Määratlemata	Järva	Türi	Särevere	"220"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6753"	"1881"	"3"	"21"	"7"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7381"	"1856"	"1"	"5"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"113"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7338"	"1886"	"11"	"15"	"37"	Määratlemata	Järva	Ambla	Ambla	"353"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"3931"	"1858"	"2"	"27"	"16"	Varavastased kuriteod	Tartu	Torma	Avinurme	"211"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3989"	"1858"	"3"	"4"	"37"	Määratlemata	Tartu	Torma	Avinurme	"194"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4086"	"1858"	"7"	"16"	"50"	Määratlemata	Tartu	Torma	Avinurme	"638"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"21761"	"1888"	"3"	"12"	"2"	Muud üleastumised	Harju	Hageri	Kohila	"1172"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6754"	"1881"	"4"	"4"	"8"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7227"	"1887"	"7"	"21"	"12"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"464"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"3990"	"1858"	"5"	"2"	"38"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"162"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7339"	"1833"	"10"	"7"	"38"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. "	Saare	Kihelkonna	Lümanda	"636"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"3933"	"1858"	"2"	"27"	"17"	Varavastased kuriteod	Tartu	Torma	Avinurme	"156"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4088"	"1858"	"7"	"16"	"51"	Varavastased kuriteod	Tartu	Torma	Avinurme	"297"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6756"	"1883"	"11"	"17"	"24"	NULL	Järva	Türi	Särevere	"2266"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"9263"	"1836"	"5"	"2"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Viljandi	Paistu	Holstre	"466"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6806"	"1866"	"6"	"22"		Sõim ja vägivald	Viljandi	Põltsamaa	Pajusi	"373"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6773"	"1883"	"11"	"19"	"23"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"721"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6800"	"1884"	"3"	"10"	"5"	Määratlemata	Järva	Ambla	Ambla	"231"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6812"	"1888"	"2"	"16"	"32"	Varavastased kuriteod	Võru	Räpina	Kahkva	"368"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7228"	"1886"	"5"	"3"	"17"	Varavastased kuriteod	Järva	Ambla	Ambla	"1432"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7998"	"1909"	"2"	"19"	"5"	Varalised tehingud	Saare	Kaarma	Loona	"1711"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"6770"	"1881"	"5"	"2"	"10"	Varavastased kuriteod	Lääne	Kullamaa	Piirsalu	"1454"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"2534"	"1856"	"1"	"19"	"5"	Varavastased kuriteod	Tartu	Torma	Avinurme	"558"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3991"	"1858"	"5"	"16"	"39"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"283"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6778"	"1883"	"11"	"19"	"24"	Varavastased kuriteod	Järva	Ambla	Ambla	"915"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6781"	"1881"	"5"	"4"	"11"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6664"	"1878"	"7"	"7"	"39"	Perekonna- ja pärimisasjad	Pärnu	Audru	Võlla	"5926"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"7229"	"1884"	"5"	"1"	"8"	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Laenud ja võlanõuded"	Järva	Türi	Särevere	"354"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"10106"	"1880"	"1"	"31"	"386"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"402"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6785"	"1881"	"5"	"4"	"12"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7230"	"1887"	"10"	"20"	"13"	Laenud ja võlanõuded	Pärnu	Tõstamaa	Seli	"517"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"7341"	"1886"	"11"	"29"	"38"	Määratlemata	Järva	Ambla	Ambla	"292"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2538"	"1856"	"1"	"19"	"6"	Sõim ja vägivald	Tartu	Torma	Avinurme	"320"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3996"	"1858"	"5"	"16"	"40"	Muud üleastumised	Tartu	Torma	Avinurme	"208"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7460"	"1872"	"9"	"12"		Sõim ja vägivald	Viljandi	Põltsamaa	Pajusi	"563"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"6787"	"1881"	"5"	"4"	"13"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Lääne	Kullamaa	Piirsalu	"663"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"7231"	"1886"	"5"	"24"	"18"	Määratlemata	Järva	Ambla	Ambla	"292"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7342"	"1833"	"10"	"14"	"39"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"2540"	"1856"	"1"	"19"	"7"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Torma	Avinurme	"217"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3936"	"1858"	"2"	"27"	"18"	Varavastased kuriteod	Tartu	Torma	Avinurme	"174"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3998"	"1858"	"5"	"19"	"41"	Varavastased kuriteod	Tartu	Torma	Avinurme	"233"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4091"	"1858"	"7"	"7"	"52"	Muud üleastumised	Tartu	Torma	Avinurme	"709"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13577"	"1881"	"1"	"23"	"12"	Töö- ja teenistussuhted	Võru	Vastseliina	Misso	"1080"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"6783"	"1828"	"9"	"14"		"Kahjutasu; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"210"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"14438"	"1876"	"9"	"10"		NULL	Tartu	Kodavere	Alatskivi	"497"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6799"	"1884"	"2"	"25"	"4"	Määratlemata	Järva	Ambla	Ambla	"231"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6807"	"1879"	"6"	"1"	"246"	NULL	Tartu	Kodavere	Alatskivi	"333"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"10725"	"1880"	"3"	"20"	"447"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"615"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7017"	"1846"	"3"	"13"		"Kahjutasu; Töö- ja teenistussuhted"	Võru	Põlva	Kähri	"723"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"3939"	"1858"	"2"	"27"	"20"	Varavastased kuriteod	Tartu	Torma	Avinurme	"101"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"7232"	"1886"	"6"	"7"	"19"	Varavastased kuriteod	Järva	Ambla	Ambla	"856"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7343"	"1886"	"12"	"13"	"39"	Määratlemata	Järva	Ambla	Ambla	"292"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2569"	"1856"	"2"	"17"	"10"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"315"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3940"	"1858"	"2"	"27"	"21"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"451"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4043"	"1858"	"5"	"19"	"42"	Varavastased kuriteod	Tartu	Torma	Avinurme	"223"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"10296"	"1868"	"2"	"2"	"20"	Töö- ja teenistussuhted	Järva	Türi	Särevere	"706"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"6795"	"1883"	"12"	NULL	"26"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"1492"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7333"	"1880"	"10"	"8"	"76"	Laenud ja võlanõuded	Võru	Põlva	Kiuma	"1478"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"7233"	"1884"	"6"	"1"	"9"	Perekonna- ja pärimisasjad	Järva	Türi	Särevere	"546"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2571"	"1856"	"2"	"17"	"12"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"262"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3942"	"1858"	"2"	"27"	"22"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"233"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"1771"	"1869"	"3"	"10"	"14"	Sõim ja vägivald	Harju	Hageri	Kohila	"298"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"6798"	"1883"	"12"	"3"	"26"	Töö- ja teenistussuhted	Järva	Türi	Särevere	"1226"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7234"	"1886"	"6"	"21"	"20"	Määratlemata	Järva	Ambla	Ambla	"591"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"7344"	"1833"	"10"	"21"	"40"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"2572"	"1856"	"2"	"24"	"13"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"500"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"3948"	"1858"	"1"	"27"	"23"	Määratlemata	Tartu	Torma	Avinurme	"859"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"4046"	"1858"	"5"	"19"	"43"	Varavastased kuriteod	Tartu	Torma	Avinurme	"235"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6803"	"1884"	"1"	"21"	"2"	Kahjutasu	Järva	Ambla	Ambla	"1122"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"9440"	"1886"	"4"	"26"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"148"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"2574"	"1856"	"2"	"24"	"15"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"191"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6809"	"1881"	"6"	"8"	"14"	Määratlemata	Lääne	Kullamaa	Piirsalu	"327"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"6813"	"1826"	"9"	"8"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted"	Tartu	Rõngu	Aakre	"429"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"6817"	"1869"	"1"	"31"		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Põltsamaa	Pajusi	"737"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"2577"	"1856"	"2"	"25"	"17"	Varavastased kuriteod	Tartu	Torma	Avinurme	"391"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
