koht	pealkiri	aasta	žanr
Kotomka (Udmurtia, Venemaa)	Udmurtiast armastusega	2006	Dokumentaalfilm, Portreefilm
Kotzebue tänav (Tallinn)	Rauaniit	2020	Dokumentaalfilm
Kovran (Korjaki autonoomne ringkond, Venemaa)	Itelmeeni lood	2010	Dokumentaalfilm, Antropoloogiafilm
Kraavi tänav (Narva)	Albert Üksip	1963	Dokumentaalfilm, Portreefilm
Krabi (Võrumaa)	Krabi kool	1997	Filmikroonika, Kroonikafilmid alates 1992
Krabi (Võrumaa)	Kirjandusõhtu Krabi raamatukogus Võrumaal	1980	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krabi (Võrumaa)	Aastaring	1974	Dokumentaalfilm
Krabi (Võrumaa)	Krabi koolimetskond	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krabi (Võrumaa)	Kui siit pilvepiirilt…	1970	Dokumentaalfilm, Vaatefilm
Krakov (Poola)	Love Express	2018	Dokumentaalfilm, Portreefilm
Krakov (Poola)	Villa Terezy Skupién	1970	Dokumentaalfilm
Krakov (Poola)	Reportaaž Poolast	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krasnodar (Venemaa)	Narri põldu üks kord...	1981	Dokumentaalfilm, Probleemfilm
Krasnodar (Venemaa)	Krasnodaris mälestatakse langenud eestlasi	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krasnodarka küla (Krimmi autonoomne oblast)	Krimmi õpetaja	2009	Dokumentaalfilm
Krasnojarsk (Venemaa)	Kristus elab Siberis	2015	Dokumentaalfilm, Olukirjeldusfilm
Krasnojarski krai (Venemaa)	Ivanna elu	2021	Dokumentaalfilm
Krasnojarski krai (Venemaa)	Kristus elab Siberis	2015	Dokumentaalfilm, Olukirjeldusfilm
Krasnojarski krai (Venemaa)	Elamise lugu	1980	Dokumentaalfilm, Antropoloogiafilm
Krasnojarski krai (Venemaa)	Taevapõdra rahvaste laulud	1978	Muusikafilm
Krasnojarski krai (Venemaa)	Linnutee tuuled	1977	Dokumentaalfilm, Antropoloogiafilm
Kreenholmi kosk (külmunud)(Narva)	Võitlus jääga Narva kosel	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kreenholmi saar (Narva)	Paberist linn	2013	Dokumentaalfilm
Kreenholmi saar (Narva)	Puuvillakombinaadis Kreenholmi Manufaktuur	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kreenholmi saar (Narva)	Lõnga värvimine	1964	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kreenholmi saar (Narva)	80 aastat Kreenholmi streigist	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kreenholmi saar (Narva)	Kreenholmi vabrikud täie koormatisega tööle!	1940	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kreuksi tänav (Tallinn)	Ehitajate vabariiklik nõupidamine	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kreutzwaldi park (Võru)	Kõik sündü Võrol	2018	Dokumentaalfilm
Kreutzwaldi tänav (Tallinn)	Valimiste eel. Kreutzwaldi tänava agitpunkt	1953	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krimm (Ukraina)	Protsess	2017	Dokumentaalfilm
Krimm (Ukraina)	Suguvõsa	2016	Dokumentaalfilm
Krimm (Ukraina)	V. I. Lenini nim Pioneeriorganisatsiooni 50. aastapäev	1972	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Krimm (Ukraina)	Eduard Vilde 1865-1965	1965	Portreefilm, Dokumentaalfilm
Krimm (Ukraina)	Tallinna pioneeride kingitus	1963	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Krimm (Ukraina)	V. I. Lenini nim Pioneeriorganisatsiooni 50. aastapäev	1972	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Krimm (Ukraina)	Eduard Vilde 1865-1965	1965	Dokumentaalfilm, Portreefilm
Krimm (Ukraina)	Tallinna pioneeride kingitus	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kristiine linnaosa (Tallinn)	Katkised suhted	2008	Tudengifilm, Harjutusfilm (lavastuslik)
Kristiine linnaosa (Tallinn)	Liiklemise keerises	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kristiine tänav (Tallinn)	Kes on süüdi? Kommunaalprobleemid	1956	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kroonlinn (Peterburi)	Spe Fretus - lootusele tuginedes	2008	Dokumentaalfilm, Portreefilm
Kroonlinn (Peterburi)	Tema Majesteedi sõjalaev	2001	Dokumentaalfilm
Krõlatskoje ring (Venemaa)	Heerosed	1980	Dokumentaalfilm
Krönbaden (Rootsi)	Stockholmi eesti laste suvelaager 1948	1948	Amatöörfilm, Kroonika
Kröni järv (Rootsi)	Stockholmi eesti laste suvelaager 1948	1948	Amatöörfilm, Kroonika
Kubanimaa	Narri põldu üks kord...	1981	Dokumentaalfilm, Probleemfilm
Kubanimaa	Üleliidulistel künnivõistlustel	1980	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kubija järv	Kui siit pilvepiirilt…	1970	Dokumentaalfilm, Vaatefilm
Kueda rajoon (Venemaa)	Elen vös - Kaama-taguste udmurtide ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Kueda rajoon (Venemaa)	Elen vös - Kaama-taguste udmurtide ühispalvus	2019	Antropoloogiafilm, Dokumentaalfilm
Kuhmo (Ida-Soome)	Habras maailm	2016	Dokumentaalfilm, Loodusfilm
Kuibõšev (NSVL)	Kommunismi suurehitustel. Kuibõševi betoonitehas	1953	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuibõšev (NSVL)	Kuibõševi hüdroelektrijaama ehitusel	1953	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuibõšev (NSVL)	Vennasvabariikides. Treial Vassili Kolessov	1953	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuimetsa (Raplamaa)	Kas tunned maad?	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuimetsa (Raplamaa)	Algas heinatöö	1950	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuivastu (Muhumaa)	Riigivanem I	1991	Dokumentaalfilm
Kuivastu (Muhumaa)	1000 aastat Venemaa ristimisest	1989	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuivastu (Muhumaa)	Moonsundi sügis	1984	Dokumentaalfilm
Kuivastu (Muhumaa)	Muhus, lauluringis	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuivastu (Muhumaa)	Piiril	1976	Dokumentaalfilm, Olukirjeldusfilm
Kuivastu (Muhumaa)	Poiste laulud	1975	Muusikafilm, Kontsertfilm
Kuivastu (Muhumaa)	Jäätramm	1964	Dokumentaalfilm, Olukirjeldusfilm
Kuivastu (Muhumaa)	Moldaavia NSV kunstinädal Eesti NSV-s	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuivastu (Muhumaa)	Saaremaal	1956	Dokumentaalfilm
Kuivastu (Muhumaa)	Meresõit talvel	1935	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kukruse (Ida-Virumaa)	Eesti rattameeskond Sõpruse velotuuril	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Linn põlevatel kividel	1979	Dokumentaalfilm
Kukruse (Ida-Virumaa)	Põlevkivi kaevandamine	1967	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Lühendatud tööpäev kaevanduses	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Meie reporter küsib...	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Kukruse kaugenägemiskeskus	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Kaevurite päevaks	1953	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Kukruse põlevkivikaevanduses	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Külalised vennasvabariigist	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Kaevurid stahhaanovlikul valvel	1951	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukruse (Ida-Virumaa)	Eesti rattameeskond Sõpruse velotuuril	1988	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Põlevkivi kaevandamine	1967	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Lühendatud tööpäev kaevanduses	1958	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Meie reporter küsib...	1958	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Kukruse kaugenägemiskeskus	1955	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Kaevurite päevaks	1953	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Kukruse põlevkivikaevanduses	1952	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Külalised vennasvabariigist	1952	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kukruse (Ida-Virumaa)	Kaevurid stahhaanovlikul valvel	1951	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuksina küla (Võrumaa)	Vahtsõ ilma veere pääl	2004	Dokumentaalfilm
Kukulinna (Tartumaa)	Pioneerisuvi	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kukulinna (Tartumaa)	Pioneerilaagris	1950	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuldre (Võrumaa)	Kusagil nõlvade taga II	1987	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuldre (Võrumaa)	M. I. Kalinini nimelise Elektrotehnikatehase abimajand Võru rajoonis Kuldres	1983	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuldre (Võrumaa)	Saadikukandidaat Mall Kallion	1962	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kullaaru (Lääne-Virumaa)	Eesrindlikes mesilates	1950	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kullamaa (Läänemaa)	Bussi juures	2004	Dokumentaalfilm, Probleemfilm
Kullamaa (Läänemaa)	Valdemar Väli	2003	Dokumentaalfilm, Portreefilm
Kullamaa (Läänemaa)	Kuidas portreteerida orelit	1976	Dokumentaalfilm
Kullamaa (Läänemaa)	Suvi	1976	Mängufilm, Täispikk mängufilm
Kullamaa (Läänemaa)	Kullamaa mesinike kehv aasta	1974	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kullamaa (Läänemaa)	Rahvasaadik Kustas Kaleviste	1946	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kullenga (Lääne-Virumaa)	Laanekuningad	1981	Dokumentaalfilm
Kullenga (Lääne-Virumaa)	Teekond konservitsehhist roosiaeda ehk osa tõde Simo Nõmmest	1980	Dokumentaalfilm
Kulli küla (Saare maakond)	Aleksander Helm	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kullimäe (Saaremaa)	Saaremaa ülestõusust osavõtjate mälestamine	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kumari laid (Matsalu, Läänemaa)	Rannaniitude laulud	2005	Dokumentaalfilm, Loodusfilm
Kunda (Lääne-Virumaa)	Risulind	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kunda (Lääne-Virumaa)	Ainus pühapäev	1990	Telemängufilm, Täispikk telemängufilm
Kunda (Lääne-Virumaa)	Tavalised lood II. Ubja kaevanduse ajaloost	1989	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kunda (Lääne-Virumaa)	Lahkumine Borodinist	1988	Dokumentaalfilm
Kunda (Lääne-Virumaa)	Teaduste Akadeemia professor Mihkel Veiderma	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kunda (Lääne-Virumaa)	Exegi monumentum	1987	Dokumentaalfilm
Kunda (Lääne-Virumaa)	Varandus III	1987	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kunda (Lääne-Virumaa)	Exegi monumentum	1985	Dokumentaalfilm
Kunda (Lääne-Virumaa)	Eesti NSV ehitusmaterjalitööstus	1983	Populaarteaduslik film, Õppefilm, Tellimusfilm, Muud liigitused
Kunda (Lääne-Virumaa)	Tsemenditehase Punane Kunda uus pakkimisliin	1983	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kungla talu (Pillapalu küla, Harjumaa)	Palusalu	2009	Dokumentaalfilm, Portreefilm
Kungla tänav (Tallinn)	NLKP XXIII kongressi eel	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kungälv (Rootsi)	Perekond 32	1973	Amatöörfilm, Kroonika
Kungälv (Rootsi)	Sugulased 3	1965	Amatöörfilm, Kroonika
Kuninga tänav (Tallinn)	Naine pildil	2017	Dokumentaalfilm
Kuningamäe (Jõgevamaa)	Ma elasin Eesti Vabariigis	2010	Dokumentaalfilm, Olukirjeldusfilm
Kunming (Hiina)	Vaikuse kutse	2015	Dokumentaalfilm
Kūolka neem (Läti)	Liivlaste lood	1991	Dokumentaalfilm
Kuramaa (Läti)	Fritsud ja blondiinid	2008	Probleemfilm, Dokumentaalfilm
Kuramaa (Läti)	Liivlaste lood	1991	Dokumentaalfilm
Kuramaa (Läti)	Eesti Laskurpolgu veteranide kokkutulek Kuramaal	1980	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuramaa (Läti)	Kuramaa veteranid	1965	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kuramaa (Läti)	Liivi rannikult	1940	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kureküla (Tartumaa)	Saadikukandidaat Anton Konijärv	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kureküla (Tartumaa)	Kureküla sovhoosis	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuremaa (Jõgevamaa)	Tootsi Briketivabrik. Jõgeva sordikasvandus	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kuremaa (Jõgevamaa)	Eesti Vabariigi President külaskäigul Tartumaal	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kuremaa (Jõgevamaa)	Kuremaa seakasvanduse katsejaam	1938	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kuremaa järv (Jõgevamaa)	Kirjanik O. Luts oma kodukohas Palamusel	1937	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kuremäe (Ida-Virumaa)	Nägijate maailmas	2007	Dokumentaalfilm
Kuremäe (Ida-Virumaa)	Kaevurite pärl	1992	Dokumentaalfilm
Kuremäe (Ida-Virumaa)	Maailma valgus	1991	Dokumentaalfilm
Kuremäe (Ida-Virumaa)	Minu Virumaa	1989	Dokumentaalfilm
Kuremäe (Ida-Virumaa)	Aleksius. Ristikäik Kuremäe kloostris	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuremäe (Ida-Virumaa)	Eesti NSV kohalike nõukogude valimiste päev	1957	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuremäe (Ida-Virumaa)	Virumaa	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kuremäe (Ida-Virumaa)	Ringreis Eestis mais 1937	1937	Amatöörfilm, Kroonika
Kuremäe (Ida-Virumaa)	Tagavaraväelaste-jalaväelaste kordamisõppused juunis 1936	1936	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kurese küla (Pärnumaa)	Isand ja ori	1992	Dokumentaalfilm, Probleemfilm
Kuresoo raba (Viljandimaa)	Rabade vaikuses	1976	Dokumentaalfilm, Loodusfilm
Kuressaare (Saaremaa)	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Kuressaare (Saaremaa)	Taevas, tule appi	2020	Dokumentaalfilm, Probleemfilm
Kuressaare (Saaremaa)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Kuressaare (Saaremaa)	Kabaree	2012	Dokumentaalfilm
Kuressaare (Saaremaa)	Ehituskunstnik Toomas Rein	2010	Dokumentaalfilm, Portreefilm
Kuressaare (Saaremaa)	Beebilõust	2009	Dokumentaalfilm, Portreefilm
Kuressaare (Saaremaa)	Monument	2008	Dokumentaalfilm
Kuressaare (Saaremaa)	Jonathan Austraaliast	2007	Dokumentaalfilm, Probleemfilm
Kuressaare (Saaremaa)	Casting	2006	Dokumentaalfilm
Kuressaare (Saaremaa)	Ruudi	2006	Mängufilm, Täispikk mängufilm
Kuressaare rand ja laht	Rõõm, muusika ja meri	1980	Muusikafilm, Kontsertfilm
Kuressaare rand ja laht	Eesti suvituskohti (Kuressaare)	1940	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kuressaare rand ja laht	Võitluses sündinud, rahus kasvanud	1938	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kurgja (Pärnumaa)	Ilus armas nudi	2000	Dokumentaalfilm
Kurgja (Pärnumaa)	Kurgja talumuuseumis, Türil 23.06.1990	1990	Amatöörfilm, Kroonika
Kurgja (Pärnumaa)	Külamuusikud	1986	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Kurgja (Pärnumaa)	Ühe päeva kohtumised	1985	Dokumentaalfilm
Kurgja (Pärnumaa)	Ilus on maa	1984	Dokumentaalfilm, Vaatefilm
Kurgja (Pärnumaa)	Eesti Sõprusühing 25-aastane	1983	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurgja (Pärnumaa)	Carl Robert Jakobson	1982	Dokumentaalfilm
Kurgja (Pärnumaa)	Linnutaja veskiviisid	1981	Muusikafilm, Kontsertfilm
Kurgja (Pärnumaa)	C.R.Jakobsoni talumuuseum	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurgja (Pärnumaa)	C. R. Jakobsoni 120. sünniaastapäeva tähistamine Kurgjal	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurista (Jõgevamaa)	Iluaianduse päev	1967	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurista (Jõgevamaa)	Aednik Ferdinand Laaser	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurista (Jõgevamaa)	Roosiaretaja Ferdinand Laaser	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurkijoki (Venemaa)	Sooleib	1978	Dokumentaalfilm
Kurkse (Harjumaa)	Surmaretk	2008	Dokumentaalfilm, Olukirjeldusfilm
Kurkse rand (Harjumaa)	Möödunud sajandi Eestist	2000	Dokumentaalfilm
Kurkse väin	Möödunud sajandi Eestist	2000	Dokumentaalfilm
Kursi (Jõgevamaa)	Kursi koolkond	2005	Dokumentaalfilm, Vaatefilm
Kursk (Venemaa)	Rahvalaulu autor	1981	Dokumentaalfilm
Kurtna (Harjumaa)	Eesti kaitse	1993	Dokumentaalfilm
Kurtna (Harjumaa)	Ebatavaline vabrik	1977	Populaarteaduslik film
Kurtna (Harjumaa)	Päev keemiata	1972	Dokumentaalfilm
Kurtna (Harjumaa)	Kas on linnukesel muret?	1967	Dokumentaalfilm
Kurtna (Harjumaa)	Aastavahetus	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurtna (Harjumaa)	Kurtna linnukasvatuse katsejaam	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurtna (Harjumaa)	Vabariiklik linnukasvatajate nõupidamine	1953	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurtna (Harjumaa)	Linnukasvatuse katsejaam	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurtna (Harjumaa)	Kolhoosi linnufarmidele	1951	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kurtna (Ida-Virumaa)	Varandus IV	1987	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kurtna (Ida-Virumaa)	Võitluse ja töö lipu all	1971	Dokumentaalfilm
Kurtna (Ida-Virumaa)	Projektid ja objektid	1967	Muud liigitused, Tellimusfilm, Dokumentaalfilm
Kurtna (Ida-Virumaa)	Kurtna katsemajandis	1958	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kurtna (Ida-Virumaa)	Lühendatud tööpäev kaevanduses	1958	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Kurtna (Ida-Virumaa)	Meie jalaväe õppetööd laagris. Kallaletung	1940	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kurtna (Ida-Virumaa)	Soome Vabariigi presidendi Pehr Evind Svinhufvudi eravisiit Eestisse	1936	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Kurtna (Ida-Virumaa)	Soome presidendi külaskäik Eestisse (1936)	1936	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kurtna (Ida-Virumaa)	Tagavaraväelaste-jalaväelaste kordamisõppused juunis 1936	1936	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Kurtna järvestik	Lühendatud tööpäev kaevanduses	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kustanai oblast (Kasahstan)	Uudismaal. Maaharimine Kasahhi NSV Kustanai oblasti kolhoosis	1954	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kutaisi (Gruusia)	Mis teed, Gruusia?	2019	Dokumentaalfilm
Kuuba 	Seal, kus elas Hemingway	1964	Dokumentaalfilm
Kuuba 	Meie filmioperaatorid S. Školnikov ja M. Kask Kuubast	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuba 	Meie operaatorid S. Školnikov ja M. Kask Kuubast	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuba 	Meie operaatorid Semjon Školnikov ja Mati Kask Kuubast	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuba 	NSVL suhkrurookombainid Kuubas	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuba 	Sõpruse tähtede all	1963	Dokumentaalfilm
Kuuba 	Koolitarbeid kuubalastele	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuba 	Konserve Kuubale	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuuda (Raplamaa)	Teisel pool pidalitõbe	2006	Dokumentaalfilm
Kuusalu (Harjumaa)	Sea aasta	2021	Dokumentaalfilm
Kuusalu (Harjumaa)	Üht kaotust igavesti kandsin	2020	Dokumentaalfilm
Kuusalu (Harjumaa)	Unistus jäätisest ja limonaadist	2017	Dokumentaalfilm, Portreefilm
Kuusalu (Harjumaa)	Igaviku seisukohalt	2002	Dokumentaalfilm, Portreefilm
Kuusalu (Harjumaa)	Tulekummardajad	1999	Dokumentaalfilm, Olukirjeldusfilm
Kuusalu (Harjumaa)	Kaleva hääled	1986	Dokumentaalfilm
Kuusalu (Harjumaa)	Kuusalu kolhoosi 35. aastapäev	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusalu (Harjumaa)	Kevadtööd Kuusalu kolhoosis	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusalu (Harjumaa)	Kuusalu kolhoos	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusalu (Harjumaa)	Uute teede ehitamine	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusamo (Soome)	Tiim	2006	Dokumentaalfilm, Olukirjeldusfilm
Kuusankoski (Soome)	Soome tööle	2006	Dokumentaalfilm, Probleemfilm
Kuusiku (Raplamaa)	Eesti mustakirju karja aretus	1989	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Kuusiku (Raplamaa)	Agrokeemia ENSV-s	1965	Populaarteaduslik film, Muud liigitused, Tellimusfilm
Kuusiku (Raplamaa)	Hübriid "Kuusiku"	1964	Populaarteaduslik film, Õppefilm
Kuusiku (Raplamaa)	Eesti agrokeemilise kaardi koostamine	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusiku (Raplamaa)	Hübriidkaalikas - uus söödakultuur	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusiku (Raplamaa)	NSV Liidu Ülemnõukogu valimised	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusiku (Raplamaa)	Uus laboratoorium	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusiku (Raplamaa)	Kõrgete saakide kindlustamiseks	1950	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kuusiku (Raplamaa)	Nõukogude maaintelligents	1950	Dokumentaalfilm
Kuusiku (Raplamaa)	Eesti NSV Teaduste Akadeemia	1949	Filmikroonika, Kroonikafilmid 1940 II pool-1991, Muud liigitused, Võttematerjal
Kuutsemäe (Valgamaa)	Hurda kutsikad. Eesti Üliõpilaste Selts	2009	Dokumentaalfilm
Kvarntorpi mägi (Rootsi)	Perekond 50	1984	Amatöörfilm, Kroonika
Kvissentali (Tartu)	Mees animatsoonist	2005	Dokumentaalfilm, Portreefilm
Kvistaberg (Rootsi)	Tuttavad 5 (Londoni reis)	1980	Amatöörfilm, Kroonika
Kvistaberg (Rootsi)	Tuttavad 6 (kirjanikud)	1980	Amatöörfilm
Kvistaberg (Rootsi)	Tuttavad 7	1977	Amatöörfilm, Kroonika
Kvistaberg (Rootsi)	Juhan Viidang Kvistabergis 14.06.1974	1974	Amatöörfilm, Kroonika
Kvistaberg (Rootsi)	Perekond 33	1973	Amatöörfilm, Kroonika
Kvistaberg (Rootsi)	Tuttavad 3	1973	Amatöörfilm, Kroonika
Kõima (Pärnumaa)	Staar maakas	2010	Dokumentaalfilm, Portreefilm
Kõinastu laid 	Rahutaevas	1987	Dokumentaalfilm
Kõmsi (Läänemaa)	Henrik Visnapuu üheteistkümnes kiri	2009	Dokumentaalfilm, Portreefilm
Kõmsi (Läänemaa)	Arheoloogilised väljakaevamised Kõmsi kalmel	1979	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kõpu (Hiiumaa)	Erkki-Sven Tüür: 7 etüüdi piltides	2010	Dokumentaalfilm, Portreefilm, Muusikadokumentaal
Kõpu (Hiiumaa)	Vironia 2000-2003 1/4	2001	Amatöörfilm, Kroonika
Kõpu (Hiiumaa)	Randlased	1990	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Kõpu (Hiiumaa)	Legendide saar	1979	Dokumentaalfilm, Vaatefilm
Kõpu (Hiiumaa)	Naaberrannad	1977	Muusikafilm
Kõpu (Hiiumaa)	Tuletornide ehitaja Armas Luige	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kõpu (Hiiumaa)	Armeenia NSV kunstinädal Eestis	1964	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kõpu (Hiiumaa)	Kas tunned maad. Kõpu tuletorn	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kõren (Tunginsk, Burjaatia, Venemaa)	Must alpinist	2015	Mängufilm, Täispikk mängufilm
Kõrgessaare (Hiiumaa)	Kõrgessaare puhastusseadmed	1995	Filmikroonika, Kroonikafilmid alates 1992
Kõrgessaare (Hiiumaa)	Randlased	1990	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Kõrgessaare (Hiiumaa)	Hiiumaa kalakombinaadis	1973	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Kõrglaiu (ka Kõrksaar, Pärnumaa)	Poiste saar	1977	Dokumentaalfilm
Kõrgõzstan	Lenin - inimene ja mägi	2001	Dokumentaalfilm
Kõrkvere (Saaremaa)	Ruudi	2006	Mängufilm, Täispikk mängufilm
Kõrvemaa (Harjumaa)	Tõde ja õigus	2019	Mängufilm, Täispikk mängufilm
